del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1452 , , , , , 
SEGUNDO , 2732 , 860 , , , , 
TERCERO , 3777 , 4503 , 1343 , , , 
CUARTO , 1840 , 1926 , 2591 , 745 , , 
QUINTO , 2220 , 1790 , 2425 , 3627 , 1413 , 
SEXTO , 0 , 0 , 37 , 61 , 80 , 46 
