CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 623 , , , , , 
SEGUNDO , 1799 , 503 , , , , 
TERCERO , 1422 , 2244 , 1153 , , , 
CUARTO , 213 , 479 , 829 , 485 , , 
QUINTO , 322 , 411 , 885 , 1837 , 771 , 
SEXTO , 2 , 18 , 16 , 14 , 29 , 8 
