del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 11415 , , , , , 
SEGUNDO , 10360 , 2901 , , , , 
TERCERO , 6740 , 10520 , 3381 , , , 
CUARTO , 1678 , 2845 , 4864 , 2399 , , 
QUINTO , 1234 , 1631 , 3523 , 7142 , 2644 , 
SEXTO , 7 , 42 , 50 , 73 , 146 , 146 
