del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5179 , , , , , 
SEGUNDO , 4384 , 1194 , , , , 
TERCERO , 2974 , 4734 , 1430 , , , 
CUARTO , 672 , 1155 , 2044 , 1008 , , 
QUINTO , 584 , 718 , 1592 , 3309 , 1183 , 
SEXTO , 3 , 16 , 26 , 47 , 80 , 56 
