del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 784 , , , , , 
SEGUNDO , 1648 , 390 , , , , 
TERCERO , 1525 , 2077 , 868 , , , 
CUARTO , 304 , 304 , 700 , 470 , , 
QUINTO , 194 , 376 , 1022 , 1735 , 773 , 
SEXTO , 4 , 14 , 18 , 28 , 51 , 9 
