del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 7421 , , , , , 
SEGUNDO , 5659 , 1856 , , , , 
TERCERO , 4053 , 5007 , 2643 , , , 
CUARTO , 1377 , 1277 , 3054 , 1994 , , 
QUINTO , 463 , 634 , 1868 , 3304 , 1238 , 
SEXTO , 5 , 25 , 30 , 41 , 88 , 125 
