del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1527 , , , , , 
SEGUNDO , 3865 , 971 , , , , 
TERCERO , 3180 , 4037 , 1905 , , , 
CUARTO , 802 , 711 , 1747 , 1258 , , 
QUINTO , 403 , 679 , 2154 , 3595 , 1463 , 
SEXTO , 7 , 31 , 38 , 52 , 94 , 25 
