del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5256 , , , , , 
SEGUNDO , 4157 , 1193 , , , , 
TERCERO , 3211 , 4281 , 1644 , , , 
CUARTO , 992 , 1066 , 2199 , 1151 , , 
QUINTO , 436 , 692 , 1647 , 2956 , 1116 , 
SEXTO , 6 , 20 , 24 , 43 , 85 , 55 
