CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12677 , , , , , 
SEGUNDO , 9816 , 3049 , , , , 
TERCERO , 7264 , 9288 , 4287 , , , 
CUARTO , 2369 , 2343 , 5253 , 3145 , , 
QUINTO , 899 , 1326 , 3515 , 6260 , 2354 , 
SEXTO , 11 , 45 , 54 , 84 , 173 , 180 
