CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 695 , , , , , 
SEGUNDO , 2201 , 427 , , , , 
TERCERO , 1796 , 2301 , 871 , , , 
CUARTO , 580 , 519 , 760 , 485 , , 
QUINTO , 480 , 494 , 966 , 1872 , 669 , 
SEXTO , 3 , 15 , 23 , 23 , 46 , 1 
