del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 13036 , , , , , 
SEGUNDO , 10823 , 2898 , , , , 
TERCERO , 7108 , 9440 , 2864 , , , 
CUARTO , 2840 , 2772 , 4019 , 1824 , , 
QUINTO , 2470 , 2720 , 3883 , 7386 , 2392 , 
SEXTO , 19 , 59 , 76 , 86 , 172 , 168 
