del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5337 , , , , , 
SEGUNDO , 4429 , 1053 , , , , 
TERCERO , 3191 , 4423 , 1197 , , , 
CUARTO , 1202 , 1167 , 1764 , 779 , , 
QUINTO , 1035 , 1197 , 1764 , 3290 , 1095 , 
SEXTO , 12 , 24 , 30 , 39 , 68 , 67 
