CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1412 , , , , , 
SEGUNDO , 3906 , 797 , , , , 
TERCERO , 3448 , 4618 , 1600 , , , 
CUARTO , 1015 , 917 , 1409 , 845 , , 
QUINTO , 945 , 1061 , 1907 , 3695 , 1439 , 
SEXTO , 8 , 28 , 41 , 47 , 89 , 12 
