del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5685 , , , , , 
SEGUNDO , 4991 , 1872 , , , , 
TERCERO , 4586 , 6225 , 1749 , , , 
CUARTO , 1901 , 2450 , 3184 , 821 , , 
QUINTO , 1830 , 2140 , 2649 , 3808 , 761 , 
SEXTO , 34 , 64 , 83 , 122 , 218 , 125 
