CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 531 , , , , , 
SEGUNDO , 1289 , 563 , , , , 
TERCERO , 1760 , 2436 , 857 , , , 
CUARTO , 896 , 1194 , 1562 , 433 , , 
QUINTO , 950 , 1138 , 1395 , 2004 , 566 , 
SEXTO , 8 , 16 , 19 , 52 , 66 , 21 
