del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 0 , , , , , 
SEGUNDO , 1 , 2 , , , , 
TERCERO , 3 , 6 , 4 , , , 
CUARTO , 0 , 0 , 0 , 0 , , 
QUINTO , 0 , 0 , 0 , 1 , 2 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
