del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 0 , , , , , 
SEGUNDO , 1 , 0 , , , , 
TERCERO , 1 , 5 , 3 , , , 
CUARTO , 0 , 0 , 0 , 0 , , 
QUINTO , 0 , 0 , 0 , 0 , 0 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
