del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 968 , , , , , 
SEGUNDO , 2521 , 1246 , , , , 
TERCERO , 3533 , 4897 , 1684 , , , 
CUARTO , 1732 , 2234 , 2854 , 820 , , 
QUINTO , 1782 , 2246 , 3036 , 4218 , 1193 , 
SEXTO , 28 , 69 , 80 , 104 , 164 , 63 
