del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 9979 , , , , , 
SEGUNDO , 8481 , 3258 , , , , 
TERCERO , 7860 , 10498 , 2916 , , , 
CUARTO , 3667 , 4501 , 5557 , 1516 , , 
QUINTO , 3396 , 4102 , 5500 , 7698 , 1509 , 
SEXTO , 101 , 184 , 240 , 303 , 484 , 180 
