del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5552 , , , , , 
SEGUNDO , 3974 , 958 , , , , 
TERCERO , 3746 , 4259 , 1000 , , , 
CUARTO , 1950 , 1732 , 2251 , 711 , , 
QUINTO , 1880 , 1396 , 2043 , 3348 , 715 , 
SEXTO , 4 , 21 , 20 , 39 , 85 , 62 
