EDADES , VARONES , MUJERES , TOTALES 
(HASTA) 17 , 472 , 743 , 1215 
18 , 2024 , 3360 , 5384 
19 , 2336 , 3707 , 6043 
20 , 2680 , 3977 , 6657 
21 , 2827 , 3900 , 6727 
22 , 2835 , 3477 , 6312 
23 , 2561 , 2726 , 5287 
24 , 2021 , 2134 , 4155 
25 , 1613 , 1590 , 3203 
26 , 1188 , 1224 , 2412 
27 , 875 , 862 , 1737 
28 , 661 , 634 , 1295 
29 , 476 , 442 , 918 
(Y MAS) 30 , 2203 , 2167 , 4370 
TOTALES , 24772 , 30943 , 55715 
MAYORES 28 , 3340 , 3243 , 6583 
