del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 6842 , , , , , 
SEGUNDO , 5191 , 1491 , , , , 
TERCERO , 4433 , 5077 , 1543 , , , 
CUARTO , 2328 , 2154 , 2942 , 1056 , , 
QUINTO , 2165 , 1634 , 2141 , 3613 , 810 , 
SEXTO , 1 , 21 , 30 , 46 , 74 , 116 
