CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 735 , , , , , 
SEGUNDO , 2003 , 403 , , , , 
TERCERO , 1626 , 1884 , 656 , , , 
CUARTO , 672 , 478 , 927 , 469 , , 
QUINTO , 758 , 652 , 1340 , 2031 , 620 , 
SEXTO , 6 , 22 , 29 , 31 , 51 , 7 
