del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12639 , , , , , 
SEGUNDO , 10661 , 2650 , , , , 
TERCERO , 7514 , 8948 , 2913 , , , 
CUARTO , 3484 , 2830 , 4686 , 1777 , , 
QUINTO , 3310 , 2677 , 4306 , 7038 , 1823 , 
SEXTO , 19 , 58 , 78 , 114 , 183 , 187 
