CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 689 , , , , , 
SEGUNDO , 1610 , 327 , , , , 
TERCERO , 1611 , 2046 , 726 , , , 
CUARTO , 530 , 392 , 793 , 359 , , 
QUINTO , 548 , 523 , 1126 , 1760 , 618 , 
SEXTO , 3 , 17 , 19 , 23 , 38 , 7 
