CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 7293 , , , , , 
SEGUNDO , 6106 , 1620 , , , , 
TERCERO , 4144 , 4844 , 1645 , , , 
CUARTO , 1966 , 1573 , 2553 , 999 , , 
QUINTO , 1916 , 1522 , 2342 , 3826 , 971 , 
SEXTO , 13 , 34 , 42 , 64 , 109 , 126 
