World Rank,University,Total Score,11 Years Articles,Current Articles,11 Years Citations,Current Citations,Ave. Citations,H-Index,HiCi Papers,Hi-Impact Journal Articles
39,California Institute of Technology,30.6,28.2,18.3,33.8,27.8,20.1,54.6,31.7,33.1
40,The University of Tokyo,30.5,59.6,40.0,19.6,26.7,5.5,54.6,13.9,32.5
41,University of London - University College London,30.5,36.3,27.3,21.3,35.4,9.8,63.6,25.7,31.9
42,Southeast University,30.4,28.4,40.0,10.8,48.0,6.4,72.7,24.8,23.6
43,National Chiao Tung University,30.4,61.4,64.9,20.9,26.8,5.7,36.4,6.9,22.9
44,The University of Manchester,30.3,45.4,30.2,26.7,27.9,9.9,45.5,26.7,32.5
45,University of Minnesota- Twin Cities,29.9,38.4,23.4,34.4,30.1,15.0,45.5,25.7,29.9
46,The Hong Kong University of Science and Technology,29.6,46.0,34.4,20.3,37.7,7.4,63.6,5.9,33.8
47,Cornell University,29.3,34.7,26.8,27.1,24.8,13.1,54.6,17.8,38.9
48,Delft University of Technology,28.8,38.8,35.9,17.5,39.0,7.6,63.6,14.9,24.2
49,National Cheng Kung University,28.6,50.0,57.1,12.6,40.0,4.2,54.6,3.0,19.1
50,National Taiwan University,28.5,52.7,55.4,20.5,28.4,6.5,36.4,10.9,20.4
51,Korea Advanced Institute of Science and Technology,28.4,54.7,45.4,20.9,24.2,6.4,45.5,8.9,26.8
52,University of Pennsylvania,27.4,34.1,22.4,22.5,26.1,11.1,54.6,16.8,36.9
53,The Ohio State University- Columbus,27.2,34.2,24.4,22.0,26.8,10.8,45.5,30.7,26.1
54,Rice University,26.9,19.4,17.6,13.2,37.0,11.4,90.9,22.8,19.8
55,Harbin Institute of Technology,26.8,35.9,45.4,9.2,37.5,4.3,72.7,13.9,10.2
56,Seoul National University,26.7,56.8,48.5,15.3,26.2,4.5,45.5,7.9,17.8
57,New York University,26.6,28.1,24.6,23.5,32.2,14.1,54.6,14.9,28.0
58,University of California- Davis,26.5,32.7,24.9,28.0,24.8,14.3,45.5,26.7,19.1
59,Technical University of Munich,26.4,37.4,30.0,14.1,34.7,6.3,54.6,10.9,32.5
60,Ghent University,26.4,37.2,38.1,14.6,37.3,6.6,54.6,13.9,19.1
61,University of California- Irvine,26.0,36.6,29.0,22.0,23.2,10.1,45.5,14.9,30.6
62,University of Edinburgh,25.8,35.5,29.0,15.8,40.4,7.5,54.6,12.9,22.3
62,Polytechnic University of Catalonia,25.8,54.0,45.4,19.3,32.7,6.0,45.5,5.0,10.2
64,Pennsylvania State University- University Park,25.7,39.9,30.5,29.6,16.5,12.4,45.5,14.9,20.4
65,University of Amsterdam,25.5,34.3,25.4,20.9,35.4,10.2,72.7,7.9,14.0
66,Johns Hopkins University,25.3,26.1,18.1,24.7,19.6,15.9,45.5,19.8,34.4
67,The University of Hong Kong,25.2,39.6,31.2,16.2,28.5,6.8,54.6,14.9,19.8
68,University of Melbourne,25.2,29.5,28.1,13.4,35.1,7.6,54.6,10.9,31.2
69,University of Alberta,24.8,39.7,29.8,16.3,27.9,6.9,63.6,8.9,18.5
70,University of North Carolina- Chapel Hill,24.8,24.7,14.9,19.7,33.7,13.4,54.6,19.8,26.8
71,Eindhoven University of Technology,24.4,45.3,37.1,19.1,28.2,7.1,54.6,8.9,7.6
72,Rutgers University- New Brunswick,24.4,37.1,26.6,23.3,20.6,10.5,45.5,8.9,28.0
73,University of Florida,24.4,37.6,31.2,18.3,23.6,8.2,45.5,12.9,23.6
74,Vanderbilt University,24.2,16.8,18.1,10.3,37.1,10.3,63.6,15.8,31.9
75,Simon Fraser University,23.9,27.4,28.5,11.5,31.8,7.1,63.6,10.9,21.7
76,University of Wisconsin- Madison,23.8,32.1,23.4,18.4,31.2,9.6,54.6,10.9,21.0
77,University of Montreal,23.6,36.4,27.1,14.3,45.7,6.6,54.6,6.9,13.4
78,University of Bologna,23.4,39.9,30.5,17.1,22.5,7.2,54.6,10.9,14.7
79,Dalian University of Technology,23.3,27.8,42.7,6.7,35.0,4.0,63.6,9.9,8.9
80,Arizona State University,22.9,33.3,30.0,21.3,20.8,10.7,45.5,8.9,19.1
81,Xidian University,22.6,29.3,37.8,6.3,36.0,3.6,63.6,7.9,10.2
82,National Taiwan University of Science and Technology,22.6,29.4,44.2,9.5,28.8,5.4,54.6,7.9,10.2
83,Vienna University of Technology,21.8,39.9,30.7,14.8,21.5,6.2,54.6,6.9,11.5
84,Peking University,21.2,34.8,36.8,11.3,24.2,5.5,36.4,7.9,17.8
85,McGill University,21.0,32.4,25.9,14.7,20.9,7.6,45.5,6.9,21.7
86,Michigan State University,20.9,21.6,17.8,19.9,20.1,15.5,45.5,16.8,16.6
87,Uppsala University,20.7,19.2,14.9,39.8,10.3,34.8,36.4,8.9,7.0
88,University of Barcelona,20.4,9.8,15.4,11.9,31.1,20.3,63.6,14.9,10.8
89,University of Pittsburgh- Pittsburgh,20.4,30.5,22.9,15.8,15.2,8.7,36.4,10.9,26.1
90,Yale University,20.4,23.0,12.9,16.4,20.2,11.9,45.5,10.9,28.7
90,Polytechnic University of Valencia,20.4,39.8,38.8,10.1,25.9,4.2,45.5,5.0,5.1
92,Utrecht University,20.3,29.4,16.3,17.0,26.1,9.7,45.5,17.8,10.2
93,Korea University,20.2,47.5,35.6,9.3,22.5,3.3,36.4,3.0,14.0
94,University of Science and Technology of China,20.1,26.1,31.5,6.8,23.9,4.4,54.6,4.0,19.1
94,The University of Chicago,20.1,14.4,9.3,18.0,18.5,21.0,54.6,19.8,14.7
96,The University of New South Wales,19.9,34.9,34.6,12.7,18.8,6.1,36.4,5.0,16.6
97,National Central University,19.9,28.8,35.6,9.9,26.5,5.7,45.5,4.0,12.1
98,Humboldt University of Berlin,19.5,19.4,12.4,8.3,24.5,7.2,72.7,13.9,12.7
99,Northwestern University,19.5,22.5,20.5,12.9,17.9,9.6,54.6,10.9,15.9
100,University of Arizona,19.3,31.5,23.9,16.4,14.2,8.7,45.5,8.9,12.7
101,Huazhong University of Science & Technology,19.2,37.0,43.4,7.1,24.5,3.2,36.4,2.0,8.3
102,Aalto University,19.1,30.3,21.7,11.8,21.1,6.6,54.6,3.0,15.9
103,University of Queensland,19.0,26.3,15.9,11.8,23.2,7.5,45.5,10.9,19.8
104,National Tsing Hua University,19.0,33.3,34.9,9.4,21.5,4.7,36.4,1.0,17.2
105,Xian Jiaotong University,18.7,34.1,36.6,7.3,25.5,3.6,45.5,3.0,5.7
106,University of Utah,18.7,22.8,21.5,11.3,20.1,8.3,45.5,6.9,20.4
107,University of Southampton,18.6,31.6,21.7,17.8,17.9,9.4,36.4,11.9,8.9
108,University of Sao Paulo,18.4,32.6,33.4,11.0,21.5,5.7,45.5,2.0,6.4
109,Duke University,18.3,24.2,20.0,15.1,15.0,10.4,36.4,11.9,17.8
110,Leiden University,18.2,16.2,9.8,10.0,30.7,10.4,63.6,10.9,10.2
111,University of Iowa,18.2,21.7,13.4,14.4,20.1,11.2,45.5,9.9,17.8
112,Brown University,18.1,19.4,9.3,13.8,20.2,11.9,63.6,11.9,8.9
113,University of Nottingham,18.0,18.6,21.5,9.6,23.2,8.6,54.6,6.9,12.1
114,Iowa State University,17.9,25.8,19.5,14.0,21.5,9.1,45.5,5.9,12.1
115,"Northeastern University, China",17.8,18.6,25.4,5.1,24.1,4.6,54.6,6.9,13.4
116,Royal Institute of Technology,17.8,23.5,18.3,14.2,17.3,10.1,45.5,4.0,17.8
117,University of Rome La Sapienza,17.7,37.8,23.9,12.2,14.6,5.4,45.5,1.0,12.1
118,Virginia Polytechnic Institute and State University,17.7,28.9,22.2,13.0,12.0,7.6,36.4,6.9,19.1
119,Rensselaer Polytechnic Institute,17.7,22.3,15.4,12.9,15.2,9.7,54.6,6.9,14.7
120,Boston University,17.6,20.5,16.1,12.1,14.5,9.9,45.5,12.9,15.9
121,Walter and Eliza Hall Institute of Medical Research,17.5,1.2,0.7,7.2,10.5,100.0,27.3,12.9,3.2
122,Technical University of Denmark,17.3,19.7,19.8,10.6,19.6,9.0,45.5,14.9,7.6
123,Yonsei University,17.3,41.0,30.5,9.6,16.5,3.9,36.4,1.0,8.9
124,Brunel University,17.2,19.4,15.6,9.3,21.8,8.1,45.5,19.8,7.0
125,The University of Western Ontario,17.2,25.8,18.1,12.7,14.2,8.3,45.5,10.9,10.2
126,The Hebrew University of Jerusalem,17.1,23.2,11.5,14.6,7.6,10.5,36.4,10.9,25.5
127,University of Pisa,17.1,30.7,20.2,9.7,17.8,5.3,54.6,5.0,7.0
128,University of California- Santa Barbara,17.1,29.1,12.9,16.3,16.3,9.4,45.5,7.9,10.2
129,University of Bonn,16.9,14.7,12.0,6.8,26.4,7.8,54.6,4.0,21.0
130,Ben-Gurion University of the Negev,16.9,25.3,21.2,8.7,13.3,5.8,36.4,4.0,24.8
131,University of Sheffield,16.9,28.8,20.0,14.3,17.6,8.3,36.4,4.0,13.4
132,VU University Amsterdam,16.8,23.7,19.0,12.0,13.0,8.5,45.5,9.9,10.8
133,Polytechnic University of Madrid,16.7,31.5,33.9,7.9,16.1,4.2,36.4,4.0,7.0
134,University of California- San Francisco,16.7,6.7,5.9,9.5,14.3,23.8,54.6,9.9,19.8
135,University of Paris VI: Pierre et Marie Curie,16.7,28.8,22.9,7.8,16.1,4.5,36.4,5.9,17.2
136,Technical University of Berlin,16.5,25.2,22.4,8.7,13.6,5.8,36.4,8.9,15.9
137,Karlsruhe Institute of Technology,16.5,31.9,16.6,13.7,14.9,7.2,45.5,6.9,6.4
138,University of Groningen,16.4,14.4,16.8,12.4,20.9,14.5,45.5,5.9,10.8
139,University of Electronic Science and Technology of China,16.4,23.0,29.5,4.1,20.5,3.0,45.5,5.0,9.6
140,University of Milan,16.4,25.4,15.9,9.7,33.2,6.4,45.5,3.0,7.0
141,North Carolina State University,16.3,26.6,22.7,14.2,11.9,8.9,36.4,7.9,8.3
142,Universidade Tecnica de Lisboa,16.3,21.2,19.5,10.6,18.2,8.3,45.5,11.9,4.5
143,Monash University,16.2,27.8,19.5,11.5,16.3,6.9,36.4,5.9,12.7
144,The University of Sydney,16.2,25.9,22.0,9.4,17.6,6.1,36.4,5.9,13.4
145,Kyoto University,16.2,35.0,25.1,9.4,12.9,4.5,36.4,2.0,12.1
146,University of Twente,15.9,25.8,18.3,9.8,19.9,6.4,45.5,5.9,7.0
147,University of Copenhagen,15.9,15.5,14.4,8.3,13.9,9.0,45.5,8.9,18.5
148,Fudan University,15.9,26.5,24.4,5.4,17.9,3.4,45.5,3.0,10.8
148,Osaka University,15.9,34.4,20.5,8.8,15.6,4.3,36.4,4.0,12.1
150,University of Virginia,15.9,17.0,13.4,12.7,14.0,12.5,36.4,5.9,20.4
151,Indiana University- Bloomington,15.8,23.8,19.0,13.0,20.8,9.2,36.4,6.9,6.4
152,National Technical University of Athens,15.8,31.2,22.2,7.8,20.6,4.2,45.5,2.0,5.7
153,University of South Florida,15.7,16.4,12.0,9.8,33.0,10.0,45.5,5.9,7.0
154,Beihang University,15.6,18.3,38.5,4.1,17.8,3.8,36.4,4.0,6.4
155,Polytechnic University of Turin,15.2,24.1,24.2,8.9,16.5,6.2,36.4,5.9,7.0
156,Polytechnic University of Milan,15.1,29.6,23.7,8.9,15.0,5.0,45.5,1.0,3.8
157,RWTH Aachen University,15.0,29.0,24.6,11.0,12.8,6.4,27.3,5.9,8.3
158,University of Ottawa,15.0,26.6,23.2,9.2,12.5,5.8,36.4,3.0,10.2
159,Tokyo Institute of Technology,14.9,35.2,22.7,8.7,12.0,4.1,36.4,4.0,5.7
160,University of Calgary,14.9,29.1,24.6,8.8,15.0,5.1,36.4,1.0,7.6
161,University of Colorado- Boulder,14.9,21.1,13.9,13.9,12.2,11.0,36.4,9.9,7.6
162,Ludwig Maximilian University of Munich,14.8,19.5,11.5,8.2,13.5,7.1,45.5,6.9,15.3
163,Weizmann Institute of Science,14.8,19.7,8.3,14.9,7.9,12.7,27.3,10.9,19.8
163,The Australian National University,14.8,17.6,12.0,10.6,13.2,10.1,36.4,8.9,15.9
165,University of Illinois- Chicago,14.8,25.5,15.9,10.9,11.9,7.2,36.4,5.9,12.1
166,Nanjing University,14.7,19.1,20.0,6.6,16.2,5.8,45.5,3.0,10.8
167,Feng Chia University,14.7,16.4,18.8,5.7,15.8,5.8,54.6,11.9,0.0
168,State University of New York- Buffalo,14.6,23.5,20.0,10.2,12.9,7.3,36.4,6.9,7.0
169,University of Tehran,14.5,17.9,29.0,3.6,18.3,3.3,45.5,2.0,5.7
169,University of Paris XI: Sud,14.5,25.0,20.7,8.9,9.5,6.0,36.4,5.9,10.2
171,Complutense University of Madrid,14.4,23.0,13.7,6.2,23.9,4.5,54.6,1.0,4.5
172,Université catholique de Louvain,14.3,14.7,10.5,8.5,31.4,9.7,45.5,3.0,5.7
173,University of Leeds,14.2,18.8,16.1,7.6,15.5,6.8,45.5,5.9,7.6
174,National ChungHsing University,14.2,18.8,24.2,5.3,15.9,4.8,45.5,5.0,3.8
175,The University of Auckland,14.1,19.0,17.1,7.9,13.5,7.0,36.4,5.9,12.7
176,Norwegian University of Science and Technology,14.1,22.2,15.6,6.9,17.8,5.2,45.5,4.0,7.0
177,Saarland University,14.0,18.7,17.8,7.7,9.2,6.9,36.4,4.0,16.6
178,Sun Yat Sen University,14.0,19.0,28.1,4.2,13.3,3.7,36.4,2.0,10.8
179,Washington University in St. Louis,14.0,15.2,8.3,9.7,9.6,10.7,36.4,13.9,13.4
180,University of Rochester,13.9,13.4,8.5,21.2,8.0,26.4,27.3,6.9,5.7
181,University of Notre Dame,13.9,14.2,10.2,16.8,7.5,19.9,27.3,9.9,9.6
182,University of Bergen,13.8,16.4,17.1,6.7,13.2,6.8,36.4,5.0,14.7
183,The University of Texas- Dallas,13.8,24.4,20.7,6.6,14.0,4.5,36.4,2.0,9.6
184,Dresden University of Technology,13.7,19.3,9.5,5.6,20.2,4.8,54.6,3.0,7.6
185,University of Bristol,13.7,19.2,13.7,9.6,8.9,8.3,36.4,5.0,14.7
186,Friedrich Alexander University of Erlangen Nuremberg,13.6,18.6,10.2,8.6,17.3,7.8,45.5,0.0,12.1
187,University of Vienna,13.5,15.6,11.0,7.1,10.0,7.7,45.5,7.9,11.5
188,George Mason University,13.4,21.8,11.5,10.9,11.5,8.4,45.5,4.0,5.1
189,Ecole Polytechnique,13.4,14.8,14.2,7.7,15.2,8.7,36.4,5.9,11.5
190,McMaster University,13.3,19.7,16.1,8.8,11.3,7.5,36.4,3.0,10.8
191,Bar-Ilan University,13.2,14.3,15.9,5.1,8.9,5.9,36.4,1.0,22.3
192,University of Leipzig,13.1,14.5,11.7,7.6,14.0,8.8,36.4,8.9,10.2
193,University of Massachusetts- Amherst,13.1,24.3,15.6,10.8,9.5,7.5,36.4,3.0,6.4
194,University of Ljubljana,13.1,20.3,18.8,7.0,12.2,5.8,36.4,3.0,8.9
195,University of Seville,13.1,21.2,20.7,4.9,14.3,3.8,45.5,2.0,3.2
195,Albert Ludwigs University of Freiburg,13.1,18.8,11.2,9.0,8.3,8.0,36.4,9.9,9.6
197,University of Dortmund,13.1,22.9,14.4,9.5,13.2,7.0,36.4,4.0,6.4
198,Graz University of Technology,13.0,16.9,14.2,8.8,10.5,8.7,36.4,5.0,10.2
198,University of Birmingham,13.0,20.2,13.4,9.1,12.8,7.6,36.4,5.0,7.6
200,Université Libre de Bruxelles,13.0,8.0,12.4,6.6,11.9,13.8,45.5,6.9,7.6
201,Carleton University,12.9,25.6,17.6,8.5,12.6,5.6,27.3,5.0,7.6
202,Concordia University,12.9,23.8,17.1,7.4,11.5,5.2,36.4,1.0,8.9
203,University of Helsinki,12.8,16.0,9.0,8.3,8.7,8.7,45.5,5.0,10.2
204,State University of Campinas,12.8,19.4,17.8,7.0,12.8,6.1,36.4,5.9,4.5
205,New Jersey Institute of Technology,12.7,19.1,11.5,9.7,11.8,8.5,36.4,6.9,6.4
206,Yuan Ze University,12.7,16.1,20.5,6.2,11.9,6.5,36.4,2.0,8.9
207,Aristotle University of Thessaloniki,12.7,25.4,19.3,8.7,12.9,5.8,27.3,1.0,8.3
208,Université du Québec à Montréal,12.7,16.1,15.9,6.4,12.8,6.7,45.5,2.0,6.4
209,University of California- Riverside,12.7,19.2,12.7,9.5,7.0,8.3,36.4,3.0,12.1
210,Sungkyunkwan University,12.6,26.2,18.5,3.3,12.6,2.1,45.5,1.0,3.8
211,University of Padua,12.6,19.8,17.6,7.1,9.9,6.0,36.4,2.0,9.6
212,Istanbul Technical University,12.6,12.6,16.8,5.3,16.5,7.1,45.5,6.9,0.6
213,University College Dublin,12.6,17.7,13.9,10.7,9.3,10.1,27.3,5.0,11.5
214,University of Warsaw,12.6,20.2,15.1,8.3,12.2,6.9,36.4,5.0,5.1
215,University of Porto,12.5,16.0,15.9,4.3,13.2,4.5,45.5,5.0,5.7
216,University of California- Santa Cruz,12.5,14.6,10.2,9.7,7.6,11.1,36.4,6.9,10.2
217,University of Glasgow,12.5,19.0,12.0,6.6,15.5,5.8,36.4,5.9,7.6
218,University of Malaga,12.5,21.4,17.8,6.2,12.3,4.8,36.4,1.0,8.3
219,École Normale Supérieure,12.4,14.3,7.6,9.3,12.9,10.8,36.4,6.9,9.6
220,University of Basel,12.4,3.2,3.4,4.5,26.2,23.5,45.5,4.0,5.1
221,University of New Mexico,12.4,14.9,11.7,6.6,12.3,7.4,45.5,2.0,8.9
222,University of Zurich,12.4,12.1,7.6,6.9,12.9,9.6,54.6,3.0,5.7
223,Drexel University,12.3,17.3,10.5,10.8,10.7,10.5,36.4,4.0,7.0
224,Georgia State University,12.3,15.2,11.0,11.4,11.0,12.6,36.4,5.9,3.8
224,University of Oslo,12.3,14.3,10.5,5.4,12.3,6.4,45.5,6.9,7.0
226,University of Zaragoza,12.3,14.9,16.6,6.4,17.2,7.2,36.4,2.0,6.4
226,Radboud University Nijmegen,12.3,17.1,13.9,6.6,9.5,6.4,36.4,1.0,14.0
228,"The University of York, UK",12.2,23.4,11.5,7.5,23.9,5.4,27.3,2.0,7.0
229,University of Patras,12.1,30.3,14.6,8.8,10.2,4.8,27.3,4.0,5.1
230,"Northeastern University, USA",12.1,12.5,12.7,4.7,12.2,6.3,45.5,4.0,8.3
231,Ruprecht Karl University of Heidelberg,12.0,12.6,9.5,5.4,13.5,7.2,45.5,2.0,10.8
232,University of Kentucky,12.0,16.0,12.4,7.4,7.9,7.7,45.5,1.0,7.6
233,Ecole normale supérieure de Cachan,11.9,13.3,7.3,6.7,12.6,8.5,45.5,7.9,4.5
234,University of Central Florida,11.9,20.3,11.5,9.0,8.2,7.4,36.4,3.0,7.6
235,University of Athens,11.8,19.2,14.4,5.8,9.6,5.1,36.4,1.0,10.8
236,University of Vigo,11.8,12.1,7.6,5.3,17.8,7.3,45.5,5.0,5.7
237,Darmstadt University of Technology,11.7,21.6,12.7,7.8,10.7,6.0,36.4,3.0,5.1
237,National Chung Cheng University,11.7,23.3,20.0,8.1,7.7,5.8,27.3,3.0,4.5
239,Central South University,11.7,12.0,19.0,3.9,12.2,5.4,36.4,6.9,4.5
240,University of London - King's College London,11.6,17.7,10.0,9.6,9.6,9.1,36.4,3.0,6.4
241,Claude Bernard University Lyon 1,11.6,15.0,14.9,5.0,9.5,5.5,36.4,5.0,8.3
242,University of Surrey,11.5,16.0,12.0,6.4,8.6,6.7,36.4,2.0,11.5
242,University of Connecticut- Storrs,11.5,16.2,11.2,6.0,9.6,6.2,45.5,1.0,7.0
244,University of Georgia,11.5,11.9,7.1,8.9,7.6,12.5,36.4,6.9,8.3
245,Wuhan University,11.4,16.5,24.4,2.2,13.6,2.3,36.4,0.0,3.8
246,Pohang University of Science and Technology,11.4,23.3,19.0,8.0,8.7,5.7,27.3,1.0,4.5
246,The University of Warwick,11.4,15.5,14.6,4.7,12.6,5.1,36.4,0.0,10.2
248,Hunan University,11.3,12.8,16.1,4.1,12.6,5.5,36.4,3.0,7.6
249,University of Genoa,11.3,20.1,12.9,6.9,11.3,5.7,36.4,1.0,5.7
250,University of Liverpool,11.3,19.0,13.4,8.1,8.0,7.1,27.3,4.0,8.9
250,National Sun Yat-sen University,11.3,18.7,18.8,4.9,9.9,4.4,36.4,1.0,4.5
252,Bielefeld University,11.3,12.2,9.3,5.5,9.9,7.6,36.4,6.9,9.6
253,University of the Basque Country,11.3,13.5,13.9,4.3,28.7,5.4,27.3,2.0,5.1
253,Middle East Technical University,11.3,16.7,19.5,4.7,9.6,4.7,36.4,1.0,5.1
255,University of Paris VII: Denis Diderot,11.2,20.4,12.7,7.4,9.2,6.1,27.3,4.0,8.9
256,Sharif University of Technology,11.2,16.1,22.2,2.5,11.2,2.6,36.4,0.0,5.7
257,Shanghai University,11.1,10.7,15.1,2.2,15.2,3.5,45.5,2.0,5.1
258,Shandong University,11.1,14.5,19.5,3.2,11.3,3.7,36.4,5.0,2.6
259,University of Stuttgart,11.1,18.6,14.6,6.5,9.5,5.9,36.4,2.0,3.8
260,Indian Institute of Science,11.1,17.9,14.4,6.3,6.5,5.9,27.3,4.0,10.8
261,Aalborg University,11.0,18.2,16.8,7.7,9.5,7.1,27.3,5.0,2.6
261,University of Tennessee- Knoxville,11.0,17.2,11.0,9.4,9.7,9.1,36.4,3.0,1.9
263,Lund University,11.0,17.2,10.5,10.2,7.2,9.9,27.3,4.0,7.6
264,University of Nebraska- Lincoln,10.9,16.0,11.0,6.9,10.5,7.2,36.4,4.0,4.5
264,Florida State University,10.9,16.5,8.8,9.8,6.3,10.0,27.3,7.9,6.4
266,Queensland University of Technology,10.9,16.5,14.2,9.4,6.6,9.6,27.3,3.0,6.4
267,Indian Statistical Institute,10.9,18.0,14.9,7.9,6.6,7.3,27.3,5.9,4.5
268,Indian Institute of Technology - Kharagpur,10.9,18.4,23.4,4.2,10.0,3.9,27.3,2.0,3.2
269,Autonomous University of Barcelona,10.9,15.1,14.2,4.5,9.7,5.0,27.3,3.0,12.7
270,State University of New York- Stony Brook,10.8,19.9,11.7,8.4,7.0,7.1,27.3,1.0,10.2
271,Paul Sabatier University,10.8,17.6,14.6,6.4,10.2,6.1,36.4,0.0,3.8
272,University of Salerno,10.7,19.1,9.8,5.1,10.9,4.4,45.5,1.0,2.6
273,Tamkang University,10.7,15.4,21.7,4.0,10.0,4.4,27.3,4.0,3.8
274,University of Trento,10.7,17.1,12.9,6.8,9.3,6.6,36.4,0.0,5.1
275,Nankai University,10.6,6.8,8.5,2.0,11.9,4.8,45.5,1.0,13.4
276,Washington State University,10.6,10.0,7.1,6.8,8.7,11.3,36.4,7.9,4.5
277,Oregon State University,10.6,10.7,6.8,5.9,26.7,9.3,27.3,4.0,4.5
278,South China University of Technology,10.5,12.8,20.7,2.5,8.5,3.3,27.3,2.0,10.2
278,Dartmouth College,10.5,10.1,7.8,5.2,14.5,8.6,36.4,1.0,9.6
280,Queen's University,10.4,16.2,11.0,5.5,9.9,5.7,27.3,2.0,11.5
281,University of Lancaster,10.4,13.1,11.0,5.2,10.0,6.6,36.4,3.0,5.7
281,University College Cork,10.4,17.5,8.5,5.6,6.9,5.4,36.4,6.9,3.8
283,Charles University in Prague,10.3,16.8,14.2,3.6,12.3,3.6,36.4,0.0,5.1
284,Wayne State University,10.3,14.0,10.2,5.8,9.9,6.9,36.4,2.0,5.7
285,University of Delaware,10.2,16.1,10.2,9.6,6.5,10.0,27.3,4.0,4.5
286,Lanzhou University,10.2,7.1,7.6,2.6,12.5,6.1,45.5,1.0,9.6
287,Indian Institute of Technology - Kanpur,10.2,12.9,10.0,9.3,6.7,12.1,27.3,5.9,3.2
288,Tongji University,10.2,11.3,22.4,1.7,11.2,2.5,27.3,1.0,7.6
289,Durham University,10.1,9.0,9.5,3.0,16.3,5.6,45.5,2.0,1.9
290,University of Oviedo,10.1,12.4,13.4,3.7,14.9,5.0,36.4,3.0,1.3
291,Otto von Guericke University of Magdeburg,10.0,15.9,11.7,4.8,8.3,5.1,36.4,2.0,4.5
