World Rank,University,Total Score,11 Years Articles,Current Articles,11 Years Citations,Current Citations,Ave. Citations,H-Index,HiCi Papers,Hi-Impact Journal Articles
283,University of Central Florida,47.4,49.4,46.9,50.0,44.9,50.5,44.9,46.9,45.6
287,University of Genoa,47.3,48.6,46.9,47.6,46.4,48.1,49.0,45.0,47.5
287,University of Florence,47.3,46.7,46.9,45.6,49.5,46.6,54.1,45.0,46.5
287,University of Trento,47.3,47.0,51.1,47.4,48.3,49.1,49.4,45.0,42.8
287,University of Vigo,47.3,45.3,45.0,47.7,45.8,52.1,48.9,49.7,45.1
287,Ruprecht Karl University of Heidelberg,47.3,45.0,45.8,46.9,48.4,50.9,45.8,45.9,50.3
287,Hanyang University,47.3,51.1,52.7,45.6,47.5,44.3,49.2,44.0,45.1
293,University of Warsaw,47.2,49.1,46.6,48.9,46.0,49.5,45.2,48.7,43.7
293,Wroclaw University of Technology,47.2,47.7,47.6,44.9,48.1,44.9,53.9,46.9,45.6
293,University of Castilla-La Mancha,47.2,50.1,50.4,46.1,48.3,45.3,49.4,44.0,45.6
296,Johannes Kepler University of Linz,47.1,47.0,46.0,45.7,47.4,46.6,53.8,44.0,48.4
297,University of Antwerp,47.0,45.7,45.7,46.6,47.3,49.3,53.8,47.8,42.8
297,University of Lancaster,47.0,45.9,46.0,47.1,46.1,50.0,49.0,46.9,46.1
297,University of London - Queen Mary College,47.0,46.3,46.5,46.6,48.6,48.6,49.4,45.0,46.5
297,Istanbul Technical University,47.0,46.2,47.4,46.6,46.8,48.8,49.1,48.7,43.7
297,National Kaohsiung First University of Science and Technology,47.0,41.8,40.9,46.4,45.2,57.4,48.8,56.3,40.9
297,University of Salerno,47.0,49.0,47.4,46.7,45.9,46.6,48.9,45.9,46.5
297,University of Georgia,47.0,44.7,43.6,48.7,44.8,55.1,44.8,46.9,47.9
