World Rank,University,Total Score,11 Years Articles,Current Articles,11 Years Citations,Current Citations,Ave. Citations,H-Index,HiCi Papers,Hi-Impact Journal Articles
40,Cornell University,34.8,40.6,29.1,29.9,31.1,19.0,54.5,19.2,40.4
41,The University of Tokyo,34.8,54.9,50.2,18.1,35.6,8.5,54.5,11.1,36.4
42,University of California - Irvine,34.4,38.3,40.1,24.3,29.0,16.4,54.5,25.3,32.5
43,Shanghai Jiao Tong University,34.3,45.9,82.6,7.7,36.3,4.3,54.5,6.1,31.8
44,Pennsylvania State University - University Park,33.7,44.4,36.4,32.0,31.1,18.5,63.6,11.1,20.5
45,Southeast University,33.6,21.7,41.3,7.6,40.9,9.1,72.7,20.2,26.5
46,University of London - University College London,33.6,37.1,31.2,22.3,40.9,15.5,54.5,27.3,25.8
47,The Ohio State University - Columbus,33.4,39.8,33.0,24.5,38.4,15.8,54.5,23.2,25.8
48,The Chinese University of Hong Kong,33.3,53.2,45.9,22.6,36.1,11.0,45.5,10.1,39.1
49,Imperial College London,32.9,41.7,41.0,17.3,51.2,10.7,54.5,8.1,30.5
50,University of Granada,31.8,33.1,38.2,16.8,34.9,13.1,63.6,11.1,25.2
51,National Taiwan University of Science and Technology,31.2,32.0,52.3,8.6,35.9,6.9,36.4,4.0,64.9
52,University of Pennsylvania,30.9,35.6,26.6,23.4,32.3,16.9,54.5,11.1,32.5
53,Ghent University,30.8,35.6,44.0,11.9,42.5,8.6,54.5,12.1,25.2
54,The Hong Kong University of Science and Technology,30.6,45.2,41.6,18.9,31.5,10.8,45.5,6.1,39.1
55,Korea Advanced Institute of Science and Technology,30.5,65.6,54.7,21.7,26.0,8.5,36.4,9.1,27.8
56,Rutgers University - New Brunswick,29.9,40.6,25.7,27.2,30.5,17.3,54.5,13.1,19.2
57,University of Florida,29.6,43.0,45.0,18.6,27.0,11.2,45.5,10.1,30.5
58,University of Alberta,29.6,42.6,41.0,15.8,32.9,9.6,54.5,8.1,21.9
59,Zhejiang University,29.4,38.9,90.8,7.9,32.1,5.3,36.4,5.1,25.8
60,Eindhoven University of Technology,29.0,30.5,52.0,12.6,40.4,10.7,54.5,5.1,17.9
61,Delft University of Technology,28.8,37.1,40.7,20.1,33.9,13.9,45.5,14.1,19.9
62,University of Melbourne,28.3,26.7,37.3,14.0,30.6,13.5,54.5,10.1,24.5
63,The University of Hong Kong,28.3,42.2,35.5,16.2,28.0,9.9,45.5,12.1,27.8
64,Yale University,28.3,26.7,21.1,20.1,24.2,19.4,54.5,16.2,25.2
65,McGill University,28.1,32.1,34.3,13.4,25.5,10.8,54.5,12.1,25.2
66,University of Sheffield,27.8,31.9,24.5,15.5,27.5,12.6,63.6,2.0,23.8
67,University of North Carolina - Chapel Hill,27.7,28.2,23.5,20.0,23.3,18.2,45.5,19.2,29.1
68,University of Amsterdam,27.4,32.3,33.0,19.5,35.3,15.6,54.5,9.1,10.6
69,Johns Hopkins University,27.3,28.6,21.4,24.6,19.2,22.2,36.4,24.2,31.8
70,University of Wisconsin - Madison,27.2,37.7,32.7,21.1,22.5,14.4,45.5,9.1,25.8
71,Nanjing University,27.1,14.2,21.4,4.8,35.6,8.8,81.8,10.1,4.6
72,Vienna University of Technology,27.0,35.3,32.4,13.0,29.3,9.5,63.6,5.1,10.6
73,Seoul National University,26.7,51.1,51.4,13.0,21.9,6.5,36.4,5.1,28.5
74,Texas A&M University - College Station,26.4,47.3,37.3,21.4,20.0,11.7,36.4,13.1,22.5
75,Harbin Institute of Technology,26.3,25.3,45.6,5.9,39.6,6.1,54.5,8.1,12.6
76,University of Montreal,26.0,19.2,44.0,8.9,27.8,11.9,54.5,4.0,21.9
77,Arizona State University,25.5,37.1,36.4,22.6,22.5,15.7,45.5,6.1,13.9
78,University of Bologna,25.5,37.1,39.8,16.4,25.7,11.4,36.4,10.1,24.5
79,National Tsing Hua University,25.2,36.6,45.3,10.1,21.4,7.1,36.4,3.0,36.4
80,Virginia Polytechnic Institute and State University,25.1,33.8,31.2,13.2,20.9,10.1,54.5,6.1,15.9
81,Feng Chia University,25.1,17.4,29.4,4.3,35.4,6.3,63.6,8.1,12.6
82,Technical University of Munich,25.1,29.5,28.4,11.3,27.2,9.9,54.5,7.1,16.6
83,New York University,25.1,27.5,26.6,19.9,22.2,18.6,45.5,14.1,15.9
84,Rensselaer Polytechnic Institute,25.0,25.5,23.5,13.7,25.7,13.9,54.5,6.1,19.9
85,University of Rome La Sapienza,24.8,39.0,28.1,12.5,32.0,8.3,54.5,2.0,10.6
86,Uppsala University,24.4,17.0,16.2,34.7,13.9,52.6,36.4,8.1,16.6
87,University of California - San Francisco,24.3,8.0,5.5,10.3,24.0,33.2,54.5,12.1,23.2
88,Yonsei University,24.2,33.9,41.6,7.7,20.5,5.8,36.4,1.0,39.1
89,Michigan State University,24.2,22.4,16.8,27.3,14.1,31.5,36.4,24.2,13.9
90,University of Pittsburgh - Pittsburgh,24.2,33.3,25.1,15.8,22.8,12.2,45.5,9.1,18.5
91,Polytechnic University of Catalonia,24.1,35.5,42.8,13.9,26.7,10.1,45.5,3.0,11.3
92,North Carolina State University,24.1,30.8,31.2,16.8,21.2,14.1,45.5,10.1,13.9
93,University of Southampton,24.1,30.8,24.2,17.9,28.1,15.0,45.5,12.1,10.6
94,Xidian University,24.0,17.2,35.5,4.2,29.6,6.4,63.6,6.1,7.3
95,National Central University,23.8,30.2,40.4,10.0,16.7,8.5,36.4,2.0,37.7
96,Indiana University - Bloomington,23.6,24.1,19.3,11.8,24.5,12.6,54.5,5.1,17.9
97,Brown University,23.4,21.1,19.3,13.9,17.2,16.9,54.5,13.1,11.3
98,Duke University,23.2,27.7,20.8,15.0,20.2,14.0,45.5,10.1,18.5
99,University of Bristol,23.1,17.5,19.3,8.4,22.7,12.4,54.5,8.1,19.9
100,Xian Jiaotong University,23.0,18.9,46.2,6.8,28.6,9.3,45.5,7.1,12.6
101,Helsinki University of Technology,23.0,25.7,25.7,18.9,19.7,19.0,45.5,13.1,6.6
102,University of Edinburgh,22.9,32.8,30.0,15.7,20.4,12.4,36.4,11.1,19.2
103,University of Arizona,22.9,36.1,31.8,16.4,21.0,11.7,36.4,9.1,17.2
104,Brunel University,22.8,22.0,26.3,10.2,27.5,12.0,45.5,13.1,13.2
105,The University of New South Wales,22.8,32.0,33.6,16.4,23.3,13.2,36.4,7.1,17.2
106,University of Science and Technology of China,22.7,21.1,29.1,4.9,27.0,5.9,54.5,2.0,17.9
107,The University of Western Ontario,22.6,25.1,23.9,11.2,26.3,11.5,45.5,8.1,16.6
108,New Jersey Institute of Technology,22.5,22.9,19.3,8.8,23.0,9.9,54.5,9.1,12.6
109,Utrecht University,22.5,25.6,19.0,17.7,19.0,17.8,36.4,20.2,15.2
110,Technical University of Denmark,22.4,21.0,20.5,12.4,18.5,15.2,45.5,19.2,11.3
111,Peking University,22.4,24.4,36.4,8.5,26.3,9.0,45.5,7.1,11.9
112,University of Queensland,22.3,24.2,20.2,10.8,22.2,11.5,45.5,10.1,18.5
113,Boston University,22.3,23.3,18.3,13.5,16.2,15.0,45.5,11.1,19.2
114,Northwestern University,22.1,25.7,21.7,13.2,18.2,13.2,45.5,9.1,16.6
115,Iowa State University,22.0,28.7,23.5,13.9,19.5,12.5,45.5,7.1,13.2
116,The Australian National University,21.9,18.4,16.8,10.2,15.2,14.3,54.5,10.1,13.2
117,University of Illinois - Chicago,21.9,30.3,20.5,11.8,20.0,10.0,45.5,5.1,18.5
118,Huazhong University of Science & Technology,21.8,25.4,44.6,5.5,21.0,5.5,45.5,3.0,13.9
119,The Hebrew University of Jerusalem,21.8,25.4,20.5,17.4,13.4,17.7,36.4,13.1,20.5
120,University of São Paulo,21.8,30.2,30.9,8.8,27.0,7.5,45.5,3.0,11.9
121,University of London - King's College London,21.6,16.9,13.5,13.9,19.5,21.2,45.5,10.1,16.6
122,Washington University in St. Louis,21.5,18.5,11.6,13.3,15.7,18.6,45.5,15.2,15.9
123,Korea University,21.4,28.8,42.2,5.5,17.7,4.9,45.5,1.0,15.2
124,Simon Fraser University,21.4,25.6,35.2,10.0,22.4,10.0,36.4,5.1,20.5
125,McMaster University,21.4,22.4,24.8,10.0,22.2,11.5,45.5,3.0,18.5
126,University of Karlsruhe,21.4,19.8,17.7,11.7,22.0,15.2,54.5,5.1,7.3
127,University of California - Santa Cruz,21.4,15.8,15.6,11.2,17.4,18.4,54.5,9.1,8.6
128,University of Iowa,21.3,25.2,18.7,14.2,14.9,14.5,45.5,10.1,13.2
129,University of Paris VI: Pierre et Marie Curie,21.3,27.9,29.7,9.7,18.7,8.9,45.5,6.1,11.9
130,Vanderbilt University,21.1,17.0,16.8,10.7,16.2,16.1,45.5,8.1,20.5
131,Monash University,21.0,22.9,22.9,11.2,23.3,12.6,45.5,5.1,12.6
132,Polytechnic University of Valencia,21.0,26.4,39.1,6.6,23.2,6.4,45.5,5.1,6.6
133,National Chung Cheng University,20.9,26.6,23.5,7.8,21.4,7.6,45.5,8.1,12.6
134,Complutense University of Madrid,20.8,18.9,23.9,4.8,26.3,6.5,54.5,5.1,7.3
135,Georgia State University,20.6,17.1,16.5,12.3,20.0,18.6,45.5,6.1,14.6
136,VU University Amsterdam,20.6,14.8,21.1,6.4,21.4,11.1,54.5,7.1,7.9
137,Polytechnic University of Milan,20.6,28.7,28.1,8.8,25.3,7.9,45.5,1.0,9.9
138,The University of Sydney,20.5,27.4,26.3,9.6,22.4,9.1,45.5,1.0,11.9
139,University of California - Santa Barbara,20.4,31.9,24.5,18.0,13.6,14.5,36.4,10.1,9.3
140,University of Paris XI: Sud,20.4,20.4,21.4,6.2,18.5,7.9,54.5,4.0,9.3
141,State University of New York - Buffalo,20.4,25.6,26.3,13.0,14.7,13.1,36.4,12.1,13.2
142,Kyoto University,20.3,34.4,29.7,9.3,15.9,7.0,36.4,2.0,20.5
143,The University of Chicago,20.3,16.3,13.5,16.3,12.4,25.8,36.4,17.2,13.2
144,Technical University of Berlin,20.2,16.0,21.1,7.1,20.9,11.5,45.5,7.1,15.9
145,Osaka University,20.1,34.5,30.9,9.6,17.5,7.1,36.4,6.1,13.2
146,University of Colorado - Boulder,20.1,25.7,19.6,17.5,14.1,17.6,36.4,8.1,14.6
147,University of Copenhagen,20.1,15.2,11.6,9.3,17.5,15.7,45.5,13.1,13.9
148,University of Tehran,19.8,14.6,33.9,1.9,25.5,3.4,45.5,1.0,17.2
149,University of Utah,19.7,25.8,24.2,11.9,15.4,11.8,36.4,5.1,18.5
150,University of Nottingham,19.5,16.7,18.3,8.2,16.1,12.6,45.5,5.1,16.6
151,Tokyo Institute of Technology,19.5,38.8,30.9,9.1,13.6,6.0,36.4,3.0,12.6
152,Ludwig Maximilian University of Munich,19.4,15.6,16.5,5.9,22.2,9.8,45.5,6.1,15.9
153,Beihang University,19.4,14.1,32.1,3.1,19.5,5.6,45.5,3.0,15.9
154,Yuan Ze University,19.2,16.1,26.3,5.4,15.6,8.7,36.4,4.0,27.2
155,University College Dublin,19.1,12.7,17.4,5.7,17.2,11.6,45.5,6.1,17.9
156,University of Zurich,19.1,11.3,12.5,5.7,20.2,13.0,54.5,2.0,10.6
157,Dalian University of Technology,19.0,19.9,42.8,4.3,21.5,5.5,36.4,3.0,12.6
158,National Technical University of Athens,19.0,30.7,29.7,7.6,19.0,6.4,36.4,0.0,15.9
159,The University of Auckland,19.0,15.9,19.3,7.8,15.9,12.7,45.5,7.1,11.3
160,"Northeastern University, China",19.0,10.7,30.0,2.2,23.2,5.3,45.5,5.1,13.2
161,University of Electronic Science and Technology of China,18.9,16.1,33.3,2.4,20.4,3.9,45.5,2.0,12.6
162,University of Notre Dame,18.8,15.4,17.4,13.6,13.7,22.7,36.4,9.1,12.6
163,Queensland University of Technology,18.8,13.0,15.9,6.6,18.9,13.1,54.5,3.0,4.6
164,University of Dortmund,18.8,17.4,13.5,7.3,14.2,10.9,54.5,3.0,7.3
165,Leiden University,18.8,15.2,11.6,9.3,14.4,15.8,45.5,9.1,11.3
166,Friedrich Alexander University of Erlangen Nuremberg,18.7,18.9,16.5,9.1,14.2,12.4,45.5,1.0,15.9
167,University of Hawaii,18.7,10.3,6.7,5.9,16.2,14.7,54.5,8.1,7.9
168,Rice University,18.6,21.4,15.3,13.4,10.8,16.1,36.4,13.1,11.3
169,Norwegian University of Science and Technology,18.6,17.2,27.8,5.1,19.0,7.7,45.5,3.0,9.3
170,Aristotle University of Thessaloniki,18.5,27.4,25.7,8.4,16.6,7.9,36.4,1.0,16.6
171,University of Georgia,18.5,14.6,12.2,8.8,14.6,15.7,45.5,6.1,12.6
172,Lund University,18.4,16.4,13.1,9.3,18.5,14.6,45.5,4.0,9.9
173,RWTH Aachen University,18.4,24.9,23.2,10.4,22.7,10.8,36.4,4.0,8.6
174,University of Bergen,18.4,14.2,16.2,5.7,16.2,10.3,45.5,4.0,15.9
175,University of Ottawa,18.3,24.5,26.3,7.9,16.7,8.4,36.4,3.0,14.6
176,University of Central Florida,18.1,24.0,20.8,8.3,17.9,9.0,36.4,5.1,13.9
177,University of New Mexico,18.0,13.9,12.8,6.6,17.4,12.2,45.5,3.0,14.6
178,University of Glasgow,18.0,19.0,13.1,6.4,20.2,8.6,45.5,5.1,9.3
179,Polytechnic University of Turin,18.0,24.0,23.5,10.0,16.7,10.7,36.4,6.1,8.6
180,University of Massachusetts - Amherst,17.9,27.9,21.1,13.6,9.3,12.5,36.4,4.0,10.6
181,Albert Ludwigs University of Freiburg,17.9,17.7,12.5,9.3,16.2,13.6,45.5,5.1,7.3
182,University of Rochester,17.9,15.5,14.7,21.3,9.6,35.5,27.3,11.1,7.3
183,Queen's University,17.9,17.4,17.1,6.1,13.1,9.1,45.5,2.0,14.6
184,"The University of York, UK",17.8,16.9,15.0,6.4,17.9,9.8,45.5,3.0,11.3
185,National Sun Yat-sen University,17.8,21.8,26.3,4.2,12.9,4.9,36.4,1.0,22.5
186,Florida State University,17.7,17.0,16.5,9.6,20.4,14.6,36.4,8.1,9.3
187,University of Vienna,17.7,14.7,11.0,7.0,15.4,12.3,45.5,7.1,9.9
188,Weizmann Institute of Science,17.5,18.2,16.8,12.9,8.9,18.3,27.3,14.1,15.9
189,University of Groningen,17.5,13.9,14.4,12.6,13.4,23.4,36.4,3.0,13.2
190,University of Patras,17.5,29.2,24.8,8.3,18.9,7.3,36.4,3.0,6.0
191,Claude Bernard University Lyon 1,17.5,13.6,20.5,3.9,21.0,7.3,45.5,1.0,10.6
192,University of Ljubljana,17.4,22.4,18.7,6.6,15.2,7.6,45.5,2.0,6.6
193,George Mason University,17.4,23.6,16.8,11.4,15.7,12.5,36.4,7.1,7.3
194,University of Tennessee - Knoxville,17.4,18.9,17.7,10.2,13.1,13.9,36.4,5.1,13.2
195,Wayne State University,17.4,15.5,14.4,5.3,13.9,8.7,45.5,4.0,12.6
196,Pohang University of Science and Technology,17.3,17.6,28.7,5.8,12.3,8.5,27.3,1.0,29.1
197,Fudan University,17.2,17.6,25.4,3.9,14.6,5.8,36.4,5.1,16.6
198,University of Barcelona,17.2,9.3,13.8,11.7,11.6,32.2,36.4,6.1,7.9
199,University of Birmingham,17.2,17.6,15.0,8.8,14.1,12.9,36.4,8.1,12.6
200,Chaoyang University of Technology,17.2,12.2,21.1,3.0,13.6,6.2,45.5,0.0,16.6
201,Université Libre de Bruxelles,17.1,9.1,12.8,8.5,12.3,24.1,36.4,11.1,9.9
202,Istanbul Technical University,17.1,11.1,23.2,3.8,10.8,8.9,36.4,7.1,19.9
203,Polytechnic University of Madrid,17.1,20.0,32.1,6.1,14.9,7.8,36.4,2.0,9.3
204,Paul Sabatier University,17.0,14.3,19.9,5.7,17.5,10.3,45.5,1.0,6.6
205,Indian Institute of Science,16.8,19.1,18.0,10.1,13.2,13.6,36.4,7.1,7.3
206,Bar-Ilan University,16.8,13.3,12.5,4.5,18.7,8.7,45.5,1.0,11.9
207,Ben-Gurion University of the Negev,16.6,26.9,28.7,8.5,14.2,8.1,27.3,6.1,10.6
208,Walter and Eliza Hall Institute of Medical Research,16.5,1.4,1.2,5.5,1.8,100.0,18.2,9.1,3.3
209,University of Milan,16.4,22.5,15.3,9.4,15.9,10.8,36.4,3.0,8.6
210,École Normale Supérieure,16.4,7.9,9.5,4.0,14.7,13.2,45.5,7.1,8.6
211,University of Antwerp,16.4,13.9,13.8,4.9,15.7,9.0,45.5,3.0,7.3
212,University of Newcastle upon Tyne,16.2,14.5,11.6,6.9,13.2,12.2,45.5,4.0,4.6
213,University of Zaragoza,16.2,12.4,14.1,5.4,16.9,11.2,45.5,3.0,4.6
214,University of Twente,16.1,19.1,19.0,7.2,13.2,9.7,36.4,3.0,10.6
215,University of Pisa,16.1,27.2,23.2,8.1,11.8,7.7,36.4,2.0,4.6
216,University of Padua,16.0,19.2,19.0,6.7,9.6,9.0,36.4,1.0,14.6
217,University of Warsaw,15.9,16.5,18.7,6.3,13.4,9.9,36.4,5.1,9.3
218,Université catholique de Louvain,15.9,17.1,12.8,9.0,13.7,13.6,36.4,5.1,7.9
219,University of Calgary,15.9,27.8,28.1,8.7,15.4,8.1,27.3,0.0,10.6
220,Drexel University,15.8,17.9,16.8,10.1,10.6,14.5,36.4,3.0,7.3
221,State University of New York - Stony Brook,15.8,21.1,18.7,8.3,12.6,10.1,36.4,3.0,6.6
222,University of Oslo,15.8,13.5,22.0,4.8,11.8,9.1,36.4,4.0,11.9
223,The University of Texas - Dallas,15.7,25.3,23.5,6.3,12.6,6.5,36.4,1.0,6.0
224,University of Leeds,15.7,20.2,14.4,8.0,14.7,10.2,36.4,7.1,4.0
225,National ChungHsing University,15.5,19.3,35.2,4.2,13.7,5.6,27.3,2.0,13.2
226,University of Virginia,15.4,21.0,15.3,12.9,8.8,15.9,27.3,6.1,11.3
227,Radboud University Nijmegen,15.4,15.8,14.7,8.9,12.3,14.6,36.4,1.0,9.3
228,Royal Institute of Technology,15.4,18.8,17.7,10.4,9.6,14.3,27.3,8.1,11.3
229,Middle East Technical University,15.4,16.0,15.9,4.4,16.2,7.0,36.4,1.0,13.2
230,University of Liverpool,15.3,16.5,17.4,6.6,10.1,10.3,36.4,3.0,9.9
231,The University of Texas - Arlington,15.3,11.8,18.0,5.2,15.2,11.4,36.4,1.0,11.3
232,Carleton University,15.3,21.7,21.4,7.4,10.8,8.8,36.4,2.0,4.6
233,Concordia University,15.2,23.8,31.2,7.0,9.3,7.6,27.3,2.0,10.6
234,University of Santiago de Compostela,15.2,11.4,7.3,5.6,13.9,12.7,45.5,3.0,4.0
235,University of Trento,15.2,14.5,18.7,4.8,19.2,8.5,36.4,0.0,9.3
236,Louisiana State University - Baton Rouge,15.2,18.7,12.2,7.9,8.8,10.8,36.4,7.1,6.6
237,University of Kentucky,15.2,18.3,11.9,7.6,11.4,10.6,36.4,2.0,10.6
238,Aarhus University,15.1,13.0,10.4,5.3,9.4,10.6,45.5,5.1,2.6
239,Humboldt University of Berlin,15.0,15.7,10.1,7.6,10.8,12.5,36.4,10.1,4.0
240,University of Nebraska - Lincoln,15.0,18.6,12.8,6.4,10.9,8.9,36.4,4.0,9.3
241,Waseda University,14.9,20.2,21.4,3.3,13.7,4.2,36.4,3.0,6.0
242,Ecole Polytechnique,14.9,11.4,14.4,6.0,11.6,13.6,36.4,4.0,8.6
243,University of Leipzig,14.9,12.7,10.4,6.5,11.9,13.3,36.4,6.1,7.9
244,University of Calabria,14.8,13.0,11.0,3.9,13.9,7.6,45.5,2.0,3.3
245,State University of Campinas,14.7,19.2,15.6,6.7,12.7,9.1,36.4,4.0,3.3
246,University of Rome Tor Vergata,14.7,13.8,12.8,3.5,11.3,6.4,45.5,0.0,5.3
247,Université du Québec à Montréal,14.6,17.2,17.7,5.5,16.1,8.3,36.4,2.0,4.0
248,University of Helsinki,14.6,15.1,12.8,7.9,22.8,13.6,27.3,5.1,7.9
249,Hunan University,14.6,11.8,15.6,4.0,11.9,8.7,36.4,5.1,9.3
250,Indian Statistical Institute,14.6,18.9,17.7,8.1,11.4,11.0,27.3,6.1,9.9
251,Indian Institute of Technology - Kanpur,14.5,12.9,15.6,7.3,10.6,14.5,36.4,5.1,2.6
252,University of California - Riverside,14.5,20.2,13.5,8.8,7.0,11.2,27.3,4.0,15.9
253,University of Reading,14.5,11.2,8.0,3.3,11.1,7.5,45.5,3.0,5.3
254,University of Haifa,14.4,14.2,18.0,3.5,9.4,6.4,36.4,0.0,13.2
255,Indian Institute of Technology - Kharagpur,14.4,18.0,19.6,4.2,8.3,6.0,36.4,1.0,9.3
256,Chung Yuan Christian University,14.4,13.8,19.9,3.5,8.3,6.6,27.3,1.0,23.8
257,Eberhard Karls University of Tübingen,14.4,12.6,11.6,5.3,6.5,10.9,36.4,6.1,9.9
258,Aalborg University,14.3,17.3,12.5,7.6,8.6,11.3,36.4,5.1,3.3
259,Sichuan University,14.2,10.9,19.6,2.8,14.2,6.6,36.4,1.0,9.3
260,University of South Florida,14.2,20.2,16.8,9.6,6.3,12.3,27.3,5.1,9.9
261,University of Connecticut - Storrs,14.2,17.2,18.0,4.9,9.3,7.4,36.4,1.0,7.3
262,Umeå University,14.1,8.4,6.1,7.4,8.1,22.7,36.4,6.1,4.6
263,National Dong Hwa University,14.1,9.4,15.0,1.7,13.2,4.7,36.4,2.0,13.9
264,Dartmouth College,14.0,10.7,10.7,5.6,10.9,13.4,36.4,1.0,9.9
265,University of Missouri - Columbia,14.0,12.4,10.1,5.0,10.6,10.4,36.4,4.0,8.6
266,Cardiff University,14.0,14.3,12.8,5.5,13.2,9.9,36.4,3.0,4.6
267,University of Bonn,14.0,13.5,11.9,6.1,9.4,11.6,36.4,1.0,8.6
268,University of Geneva,14.0,12.6,5.5,6.4,10.3,13.2,36.4,4.0,8.6
269,University of Naples Federico II,13.9,19.6,18.0,5.1,13.1,6.7,36.4,2.0,0.7
270,Central South University,13.9,9.6,19.6,2.7,11.3,7.3,36.4,6.1,4.6
271,Sharif University of Technology,13.9,13.0,26.6,1.6,11.9,3.3,36.4,0.0,6.6
272,Federal University of Rio de Janeiro,13.9,16.4,14.1,3.9,13.7,6.1,36.4,2.0,6.0
273,University of Delaware,13.9,18.6,15.3,10.1,6.8,14.0,27.3,3.0,9.9
274,Sun Yat Sen University,13.8,12.5,24.5,2.4,12.3,5.0,36.4,0.0,6.0
275,National Taipei University of Technology,13.8,9.5,23.2,2.4,8.3,6.4,27.3,2.0,20.5
276,University Louis Pasteur (Strasbourg I),13.8,8.8,6.7,4.3,15.1,12.5,36.4,2.0,9.9
277,Washington State University,13.8,11.5,8.3,6.7,10.6,15.2,36.4,6.1,2.6
278,University of Chile,13.8,11.8,15.6,3.7,13.1,8.0,36.4,2.0,6.6
279,Emory University,13.7,8.3,10.1,5.9,6.8,18.5,36.4,0.0,9.9
280,University of Paris VII: Denis Diderot,13.7,17.1,14.4,5.2,13.1,7.9,36.4,1.0,3.3
281,University of Houston,13.7,16.8,17.1,7.2,10.1,11.1,27.3,4.0,9.3
282,The University of Warwick,13.6,15.8,16.2,7.4,11.8,12.0,27.3,1.0,11.3
283,University of Stuttgart,13.6,17.0,15.9,5.6,9.4,8.5,36.4,1.0,3.3
284,University of Athens,13.5,17.0,21.1,4.6,8.3,7.0,27.3,1.0,13.9
285,Saarland University,13.5,12.4,8.0,5.4,8.3,11.2,36.4,4.0,7.3
286,I-Shou University,13.4,8.3,10.4,2.2,9.3,6.9,36.4,0.0,15.9
287,Vrije Universiteit Brussel,13.4,10.6,8.3,5.0,10.9,12.1,36.4,4.0,5.3
288,University of Maryland - Baltimore County,13.3,12.7,8.0,6.3,7.9,12.8,36.4,4.0,4.6
289,University of Innsbruck,13.3,8.2,11.9,3.6,15.4,11.4,36.4,0.0,6.6
290,University of Bordeaux 1,13.3,14.2,12.2,4.9,11.4,8.9,36.4,3.0,2.6
