del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 743 , , , , , 
SEGUNDO , 963 , 444 , , , , 
TERCERO , 1204 , 2158 , 1016 , , , 
CUARTO , 102 , 181 , 363 , 348 , , 
QUINTO , 310 , 302 , 602 , 1483 , 641 , 
SEXTO , 1 , 21 , 20 , 39 , 66 , 15 
