del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 11357 , , , , , 
SEGUNDO , 9027 , 2888 , , , , 
TERCERO , 6330 , 11058 , 4184 , , , 
CUARTO , 1231 , 2190 , 4255 , 2579 , , 
QUINTO , 1424 , 1469 , 3118 , 6844 , 2470 , 
SEXTO , 5 , 49 , 51 , 80 , 187 , 137 
