del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 6198 , , , , , 
SEGUNDO , 5233 , 1668 , , , , 
TERCERO , 3492 , 6180 , 2394 , , , 
CUARTO , 714 , 1350 , 2505 , 1484 , , 
QUINTO , 725 , 792 , 1635 , 3680 , 1330 , 
SEXTO , 2 , 20 , 22 , 28 , 77 , 79 
