CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5159 , , , , , 
SEGUNDO , 3794 , 1220 , , , , 
TERCERO , 2838 , 4878 , 1790 , , , 
CUARTO , 517 , 840 , 1750 , 1095 , , 
QUINTO , 699 , 677 , 1483 , 3164 , 1140 , 
SEXTO , 3 , 29 , 29 , 52 , 110 , 58 
