del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 647 , , , , , 
SEGUNDO , 1292 , 546 , , , , 
TERCERO , 1031 , 2003 , 1281 , , , 
CUARTO , 141 , 263 , 493 , 407 , , 
QUINTO , 282 , 325 , 598 , 1491 , 618 , 
SEXTO , 0 , 10 , 10 , 16 , 24 , 5 
