del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 26 , , , , , 
SEGUNDO , 27 , 36 , , , , 
TERCERO , 19 , 48 , 66 , , , 
CUARTO , 11 , 20 , 26 , 59 , , 
QUINTO , 14 , 30 , 40 , 77 , 46 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
