NACIONALIDAD , VARONES , MUJERES , TOTALES 
ESPANA , 194 , 176 , 370 
MARRUECOS , 5 , 8 , 13 
U. R. S. S. , 0 , 1 , 1 
SIN ESPECIFICAR , 21 , 43 , 64 
