del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 9 , , , , , 
SEGUNDO , 12 , 28 , , , , 
TERCERO , 13 , 34 , 62 , , , 
CUARTO , 10 , 16 , 21 , 40 , , 
QUINTO , 10 , 25 , 37 , 58 , 45 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
