CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1424 , , , , , 
SEGUNDO , 3613 , 730 , , , , 
TERCERO , 3238 , 3938 , 1384 , , , 
CUARTO , 1202 , 870 , 1720 , 828 , , 
QUINTO , 1306 , 1175 , 2466 , 3791 , 1238 , 
SEXTO , 9 , 39 , 48 , 54 , 89 , 14 
