CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 3 , , , , , 
SEGUNDO , 4 , 13 , , , , 
TERCERO , 4 , 18 , 16 , , , 
CUARTO , 1 , 7 , 13 , 16 , , 
QUINTO , 2 , 14 , 27 , 39 , 29 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
