del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 2 , , , , , 
SEGUNDO , 5 , 14 , , , , 
TERCERO , 2 , 11 , 16 , , , 
CUARTO , 1 , 15 , 18 , 19 , , 
QUINTO , 8 , 6 , 14 , 36 , 25 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
