Rama de conocimiento,Rank,Nombre,Citas,H-index,Perfil,Grupo
Ingeniería y Tecnología  ,5, MARIA AMPARO VILA MIRANDA,5734,38,Perfil,TIC174
Ingeniería y Tecnología  ,6, MANUEL LOZANO MARQUEZ,4558,25,Perfil,TIC186
Ingeniería y Tecnología  ,7, JUAN JULIAN MERELO GUERVOS,4385,24,Perfil,TIC024
Ingeniería y Tecnología  ,8, SALVADOR GARCIA LOPEZ,4004,28,Perfil,TIC186
Ingeniería y Tecnología  ,9, SERAFIN MORAL CALLEJON,3788,34,Perfil,TIC103
Ingeniería y Tecnología  ,10, LUIS MIGUEL DE CAMPOS IBAÑEZ,3437,32,Perfil,TIC103
Ingeniería y Tecnología  ,11, ALBERTO PRIETO ESPINOSA,3391,29,Perfil,TIC117
Ingeniería y Tecnología  ,12, RAFAEL MOLINA SORIANO,3044,27,Perfil,TIC116
Ingeniería y Tecnología  ,13, FRANCISCO J GAMIZ PEREZ,3013,30,Perfil,TIC216
Ingeniería y Tecnología  ,14, CHRIS CORNELIS,2928,28,Perfil,TIC186
Ingeniería y Tecnología  ,15, JAVIER RAMIREZ PEREZ DE INESTROSA,2829,28,Perfil,TIC218
Ingeniería y Tecnología  ,16, JUAN LUIS CASTRO PEÑA,2521,21,Perfil,TIC210
Ingeniería y Tecnología  ,17, IGNACIO ROJAS RUIZ,2447,26,Perfil,TIC117
Ingeniería y Tecnología  ,18, JORGE CASILLAS BARRANQUERO,2415,24,Perfil,TIC186
Ingeniería y Tecnología  ,19, JULIO ORTEGA LOPERA,2301,24,Perfil,TIC117
Ingeniería y Tecnología  ,20, ANTONIO GONZALEZ MUÑOZ,2300,22,Perfil,TIC175
Ingeniería y Tecnología  ,21, JOSE CARLOS SEGURA LUNA,2202,23,Perfil,TIC123
Ingeniería y Tecnología  ,22, JUAN MANUEL GORRIZ SAEZ,1996,25,Perfil,TIC218
Ingeniería y Tecnología  ,23, EDUARDO ROS VIDAL,1905,24,Perfil,TIC117
Ingeniería y Tecnología  ,24, JUAN RAMON GONZALEZ GONZÁLEZ,1680,21,Perfil,TIC169
Ingeniería y Tecnología  ,25, RAFAEL ALCALA FERNÁNDEZ,1678,21,Perfil,TIC186
Ingeniería y Tecnología  ,26, JESUS ALCALA FERNANDEZ,1515,16,Perfil,TIC186
Ingeniería y Tecnología  ,27, MIGUEL VEGA LOPEZ,1400,25,Perfil,TIC116
Ingeniería y Tecnología  ,28, JESUS GONZALEZ PEÑALVER,1395,20,Perfil,TIC117
Ingeniería y Tecnología  ,29, JUAN FRANCISCO HUETE GUADIX,1348,20,Perfil,TIC103
Ingeniería y Tecnología  ,30, JAVIER MATEOS DELGADO,1326,17,Perfil,TIC116
Ingeniería y Tecnología  ,31, JUAN CARLOS CUBERO TALAVERA,1300,19,Perfil,TIC174
Ingeniería y Tecnología  ,32, DAVID ALEJANDRO PELTA MOCHCOVSKY,1295,17,Perfil,TIC169
Ingeniería y Tecnología  ,33, PEDRO ANGEL CASTILLO VALDIVIESO,1266,16,Perfil,TIC024
Ingeniería y Tecnología  ,34, JUAN B. ROLDAN ARANDA,1232,20,Perfil,TIC216
Ingeniería y Tecnología  ,35, BLANCA BIEL RUIZ,1178,11,Perfil,TIC216
Ingeniería y Tecnología  ,36, MARIA JOSE MARTIN BAUTISTA,1130,18,Perfil,TIC174
Ingeniería y Tecnología  ,37, LUCA DONETTI,1117,14,Perfil,TIC216
Ingeniería y Tecnología  ,38, ANTONIO MIGUEL PEINADO HERREROS,1114,15,Perfil,TIC234
Ingeniería y Tecnología  ,39, JUAN MANUEL FERNANDEZ LUNA,989,17,Perfil,TIC103
Ingeniería y Tecnología  ,40, ANTONIO GABRIEL LOPEZ HERRERA,957,15,Perfil,TIC207
Ingeniería y Tecnología  ,41, MARIA CORAL DEL VAL MUÑOZ,940,14,Perfil,TIC186
Ingeniería y Tecnología  ,42, CLEMENTE IRIGARAY FERNANDEZ,931,16,Perfil,RNM121
Ingeniería y Tecnología  ,42, MARIA TERESA LAMATA JIMENEZ,931,16,Perfil,TIC169
Ingeniería y Tecnología  ,44, FRANCISCO GABRIEL RAUL PEREZ RODRIGUEZ,930,11,Perfil,TIC175
Ingeniería y Tecnología  ,45, ALBERTO JOSE PALMA LOPEZ,929,16,Perfil,TIC105
Ingeniería y Tecnología  ,46, ANTONIO JAVIER DIAZ ALONSO,904,15,Perfil,TIC117
Ingeniería y Tecnología  ,47, IGNACIO ALVAREZ ILLAN,873,18,Perfil,TIC218
Ingeniería y Tecnología  ,48, RAUL BAÑOS NAVARRO,868,15,Perfil,TIC117
Ingeniería y Tecnología  ,49, GUSTAVO ROMERO LOPEZ,864,13,Perfil,TIC024
Ingeniería y Tecnología  ,50, ANTONIO GARCIA RIOS,797,15,Perfil,TIC127
Ingeniería y Tecnología  ,51, MARIA ISABEL GARCIA ARENAS,692,11,Perfil,TIC024
Ingeniería y Tecnología  ,52, JOSE SAMOS JIMENEZ,691,13,Perfil,TIC230
Ingeniería y Tecnología  ,52, JUAN CARLOS TORRES CANTERO,691,13,Perfil,TIC167
Ingeniería y Tecnología  ,54, FERNANDO BERZAL GALIANO,690,13,Perfil,TIC174
Ingeniería y Tecnología  ,55, LUIS CASTILLO VIDAL,680,14,Perfil,TIC175
Ingeniería y Tecnología  ,56, JORGE NAVARRO ORTIZ,666,6,Perfil,TIC235
Ingeniería y Tecnología  ,57, ANDRES CANO UTRERA,663,13,Perfil,TIC103
Ingeniería y Tecnología  ,58, JOAQUIN ABELLAN MULERO,640,15,Perfil,TIC103
Ingeniería y Tecnología  ,59, GUILLERMO RUS CARLBORG,612,13,Perfil,TEP167
Ingeniería y Tecnología  ,60, JOSE LUIS BERNIER VILLAMOR,605,13,Perfil,TIC024
Ingeniería y Tecnología  ,61, JUAN GOMEZ ROMERO,604,14,Perfil,TIC111
Ingeniería y Tecnología  ,62, ANTONIO MIGUEL MORA GARCIA,599,13,Perfil,TIC024
Ingeniería y Tecnología  ,63, ANA MARIA SANCHEZ LOPEZ,573,7,Perfil,TIC186
Ingeniería y Tecnología  ,64, PABLO AMEIGEIRAS GUTIERREZ,540,12,Perfil,TIC235
Ingeniería y Tecnología  ,65, JUAN LUIS JIMENEZ LAREDO,495,14,Perfil,TIC024
Ingeniería y Tecnología  ,66, JUAN FERNANDEZ OLIVARES,482,12,Perfil,TIC175
Ingeniería y Tecnología  ,67, EUGENIO AGUIRRE MOLINA,451,10,Perfil,TIC175
Ingeniería y Tecnología  ,68, JESUS BANQUERI OZAEZ,443,11,Perfil,TIC105
Ingeniería y Tecnología  ,68, VICTORIA EUGENIA SANCHEZ CALLE,443,12,Perfil,TIC234
Ingeniería y Tecnología  ,70, PABLO PADILLA DE LA TORRE,438,11,Perfil,TIC218
Ingeniería y Tecnología  ,71, ANTONIO CAÑAS VARGAS,435,12,Perfil,TIC117
Ingeniería y Tecnología  ,72, JOSE LUIS PEREZ CORDOBA,377,7,Perfil,TIC234
Ingeniería y Tecnología  ,73, JOSE CAMACHO PAEZ,364,9,Perfil,BIO110
Ingeniería y Tecnología  ,74, IGNACIO JOSE BLANCO MEDINA,356,11,Perfil,TIC174
Ingeniería y Tecnología  ,75, MIGUEL GEA MEGIAS,336,9,Perfil,TIC002
Ingeniería y Tecnología  ,76, FRANCISCO JAVIER GARCIA RUIZ,334,10,Perfil,TIC216
Ingeniería y Tecnología  ,77, FRANCISCO JIMENEZ MOLINOS,325,8,Perfil,TIC216
Ingeniería y Tecnología  ,78, MANUEL GOMEZ OLMEDO,309,10,Perfil,TIC103
Ingeniería y Tecnología  ,79, CARLOS ALBERTO CRUZ CORONA,297,9,Perfil,TIC169
Ingeniería y Tecnología  ,79, FRANCISCO JAVIER CALVO POYO,297,10,Perfil,TEP246
Ingeniería y Tecnología  ,81, SAMUEL FRANCISCO ROMERO GARCIA,296,9,Perfil,TIC117
Ingeniería y Tecnología  ,82, LUIS PARRILLA ROURE,288,9,Perfil,TIC127
Ingeniería y Tecnología  ,83, WALDO FAJARDO CONTRERAS,269,6,Perfil,TIC111
Ingeniería y Tecnología  ,84, CARLOS SAMPEDRO MATARIN,268,9,Perfil,TIC216
Ingeniería y Tecnología  ,84, PATRICIA PADEREWSKI RODRIGUEZ,268,7,Perfil,TIC164
Ingeniería y Tecnología  ,86, MIGUEL ANGEL CARVAJAL RODRIGUEZ,265,9,Perfil,TIC105
Ingeniería y Tecnología  ,87, ISAAC TRIGUERO VELAZQUEZ,262,7,Perfil,TIC186
Ingeniería y Tecnología  ,88, MANUEL NOGUERA GARCIA,257,9,Perfil,TIC230
Ingeniería y Tecnología  ,89, MARIA VISITACION HURTADO TORRES,252,9,Perfil,TIC230
Ingeniería y Tecnología  ,90, JUAN DE OÑA LOPEZ,245,10,Perfil,TEP246
Ingeniería y Tecnología  ,91, CARLOS CANO GUTIERREZ,232,7,Perfil,TIC111
Ingeniería y Tecnología  ,92, CARLOS UREÑA ALMAGRO,231,6,Perfil,TIC236
Ingeniería y Tecnología  ,93, ANTONIO FRANCISCO DIAZ GARCIA,229,10,Perfil,TIC117
Ingeniería y Tecnología  ,94, ANGEL MANUEL GOMEZ GARCIA,223,9,Perfil,TIC234
Ingeniería y Tecnología  ,95, MIGUEL DAMAS HERMOSO,218,8,Perfil,TIC117
Ingeniería y Tecnología  ,96, CARLOS JAVIER MANTAS RUIZ,211,9,Perfil,TIC175
Ingeniería y Tecnología  ,97, ANDRES RAMON MASEGOSA ARREDONDO,199,8,Perfil,TIC103
Ingeniería y Tecnología  ,97, ENCARNACION CASTILLO MORALES,199,8,Perfil,TIC127
Ingeniería y Tecnología  ,99, FRANCISCO CHARTE OJEDA,198,6,Perfil,TIC207
Ingeniería y Tecnología  ,100, MANUEL PEGALAJAR CUELLAR,194,8,Perfil,TIC111
Ingeniería y Tecnología  ,101, VICTORIA LOPEZ MORALES,187,7,Perfil,TIC186
Ingeniería y Tecnología  ,102, MARIA VICTORIA LUZON GARCIA,180,9,Perfil,TIC186
Ingeniería y Tecnología  ,103, MARCELINO JOSE CABRERA CUEVAS,179,7,Perfil,TIC236
Ingeniería y Tecnología  ,104, JESUS ALBERTO GARRIDO ALCAZAR,178,8,Perfil,TIC117
Ingeniería y Tecnología  ,105, PABLO GARCIA SANCHEZ,174,7,Perfil,TIC117
Ingeniería y Tecnología  ,106, MIGUEL LASTRA LEIDINGER,173,5,Perfil,TIC186
Ingeniería y Tecnología  ,107, FRANCISCO JAVIER HERRERO LANTARON,171,7,Perfil,TEP209
Ingeniería y Tecnología  ,108, ANTONIO MARTINEZ OLMOS,169,8,Perfil,TIC105
Ingeniería y Tecnología  ,109, JORGE DAVID JIMENEZ PERALVAREZ,158,7,Perfil,RNM121
Ingeniería y Tecnología  ,110, OSCAR IBAÑEZ PANIZO,157,7,Perfil,TIC186
Ingeniería y Tecnología  ,111, ROCIO CELESTE ROMERO ZALIZ,150,7,Perfil,TIC186
Ingeniería y Tecnología  ,112, ARTURO GONZALEZ FERRER,145,7,Perfil,TIC175
Ingeniería y Tecnología  ,113, JORGE REVELLES MORENO,139,4,Perfil,TIC236
Ingeniería y Tecnología  ,114, DIEGO PEDRO MORALES SANTOS,135,7,Perfil,TIC105
Ingeniería y Tecnología  ,114, MIGUEL ORTEGA SANCHEZ,135,6,Perfil,TEP209
Ingeniería y Tecnología  ,116, JOSE ANTONIO SAEZ MUÑOZ,131,5,Perfil,TIC186
Ingeniería y Tecnología  ,117, FRANCISCO BARRANCO EXPOSITO,124,7,Perfil,TIC117
Ingeniería y Tecnología  ,118, GERMAN MARTINEZ MONTES,122,7,Perfil,TEP001
Ingeniería y Tecnología  ,119, CHRISTOPH BERGMEIR,117,6,Perfil,TIC186
Ingeniería y Tecnología  ,119, KAWTAR BENGHAZI AKHLAKI,117,6,Perfil,TIC230
Ingeniería y Tecnología  ,121, MIGUEL JUAN HORNOS BARRANCO,116,6,Perfil,TIC230
Ingeniería y Tecnología  ,122, GABRIEL NAVARRO GARULO,113,8,Perfil,TIC111
Ingeniería y Tecnología  ,123, NICETO RAFAEL LUQUE SOLA,112,5,Perfil,TIC117
Ingeniería y Tecnología  ,124, OVIDIO RABAZA CASTILLO,105,3,Perfil,RNM913
Ingeniería y Tecnología  ,125, JUAN JOSE RAMOS MUÑOZ,94,5,Perfil,TIC235
Ingeniería y Tecnología  ,126, IGNACIO JOSE GARCIA DEL AMO,90,7,Perfil,TIC169
Ingeniería y Tecnología  ,127, FRANCISCO JAVIER RODRIGUEZ DIAZ,86,6,Perfil,TIC186
Ingeniería y Tecnología  ,128, MANUEL ISIDORO CAPEL TUÑON,82,5,Perfil,TIC157
Ingeniería y Tecnología  ,129, ANTONIO DAVID MASEGOSA ARREDONDO,80,6,Perfil,TIC169
Ingeniería y Tecnología  ,130, ISRAA AMRO,73,3,Perfil,TIC116
Ingeniería y Tecnología  ,131, MARIA DOLORES RUIZ JIMENEZ,69,5,Perfil,TIC111
Ingeniería y Tecnología  ,132, CARLOS RODRIGUEZ DOMINGUEZ,64,5,Perfil,TIC230
Ingeniería y Tecnología  ,133, ANTONIO ESPIN ESTRELLA,56,3,Perfil,RNM913
Ingeniería y Tecnología  ,133, JULIAN GARRIDO SÁNCHEZ,56,4,Perfil,TIC114
Ingeniería y Tecnología  ,135, FRANCISCO JAVIER MELERO RUS,55,5,Perfil,TIC236
Ingeniería y Tecnología  ,136, PEDRO CANO OLIVARES,53,5,Perfil,TIC167
Ingeniería y Tecnología  ,137, ANDRES MARIA ROLDAN ARANDA,52,3,Perfil,TIC216
Ingeniería y Tecnología  ,138, MIGUEL JOSE MOLINA SOLANA,51,5,Perfil,TIC111
Ingeniería y Tecnología  ,138, PAZ FERNANDEZ OLIVERAS,51,3,Perfil,RNM121
Ingeniería y Tecnología  ,140, JOSE ENRIQUE PONS FRIAS,50,4,Perfil,TIC174
Ingeniería y Tecnología  ,141, TOMAS RUIZ LOPEZ,47,4,Perfil,TIC230
Ingeniería y Tecnología  ,142, NURIA LOPEZ RUIZ,44,4,Perfil,TIC105
Ingeniería y Tecnología  ,143, ALEJANDRO DAVID MOREO FERNANDEZ,42,4,Perfil,TIC210
Ingeniería y Tecnología  ,143, ROCIO DE OÑA LOPEZ,42,3,Perfil,TEP246
Ingeniería y Tecnología  ,145, ANTONIO JAVIER FERNANDEZ ARES,41,4,Perfil,TIC024
Ingeniería y Tecnología  ,146, FERNANDO DELGADO RAMOS,40,5,Perfil,RNM270
Ingeniería y Tecnología  ,147, MARIA BERMUDEZ EDO,38,4,Perfil,TIC230
Ingeniería y Tecnología  ,148, ALMUDENA RIVADENEYRA TORRES,36,4,Perfil,TIC105
Ingeniería y Tecnología  ,149, ENRIQUE JOSE LEYVA MIRANDA,35,4,Perfil,TIC175
Ingeniería y Tecnología  ,150, ANTONIO MANUEL PEÑA GARCIA,34,3,Perfil,RNM913
Ingeniería y Tecnología  ,150, ENRIQUE JAIME FERNANDEZ SÁNCHEZ,34,4,Perfil,TIC117
Ingeniería y Tecnología  ,150, JOSE FERNANDEZ SALMERON,34,4,Perfil,TIC105
Ingeniería y Tecnología  ,150, PABLO VILLACORTA IGLESIAS,34,4,Perfil,TIC169
Ingeniería y Tecnología  ,154, MARIA DOLORES MARTINEZ AIRES,33,1,Perfil,TIC111
Ingeniería y Tecnología  ,155, DANIEL PERALTA CAMARA,31,2,Perfil,TIC186
Ingeniería y Tecnología  ,155, IGNACIO VALVERDE PALACIOS,31,3,Perfil,TEP942
Ingeniería y Tecnología  ,155, RAFAEL ALEJANDRO RODRIGUEZ GOMEZ,31,2,Perfil,TIC233
Ingeniería y Tecnología  ,158, SERGIO RAMIREZ GALLEGO,29,1,Perfil,TIC186
Ingeniería y Tecnología  ,159, CARLOS NAVARRO MORAL,28,4,Perfil,TIC216
Ingeniería y Tecnología  ,160, NIEVES ABALOS SERRANO,27,3,Perfil,TIC018
Ingeniería y Tecnología  ,161, PABLO RUIZ MARATAN,26,3,Perfil,TIC116
Ingeniería y Tecnología  ,162, CORA BEATRIZ PEREZ ARIZA,25,3,Perfil,TIC103
Ingeniería y Tecnología  ,163, FRANCISCO SOLER MARTINEZ,23,3,Perfil,TIC236
Ingeniería y Tecnología  ,164, LEOVIGILDO SANCHEZ CASADO,16,2,Perfil,TIC233
Ingeniería y Tecnología  ,165, MARIA RAQUEL UREÑA PEREZ,13,2,Perfil,TIC117
Ingeniería y Tecnología  ,166, ELADIO GARVI GARCIA,12,2,Perfil,TIC172
Ingeniería y Tecnología  ,166, FERNANDO MARTINEZ MARTI,12,2,Perfil,TIC105
Ingeniería y Tecnología  ,166, SARA DEL RIO GARCIA,12,3,Perfil,TIC186
Ingeniería y Tecnología  ,169, GONZALO MILLA MILLAN,10,2,Perfil,TIC175
Ingeniería y Tecnología  ,169, LALA SEPTEM RIZA,10,2,Perfil,TIC186
Ingeniería y Tecnología  ,169, PABLO MARTINEZ CAÑADA,10,2,Perfil,SINGRUPO
Ingeniería y Tecnología  ,172, DAVID ESCOLANO MARGARIT,9,2,Perfil,TEP167
Ingeniería y Tecnología  ,172, ENRIQUE GONZALEZ MARIN,9,2,Perfil,TIC216
Ingeniería y Tecnología  ,174, JOSE AGUSTIN GARRIDO ALCAZAR,8,2,Perfil,TIC111
Ingeniería y Tecnología  ,175, CELIA ROMO PEÑA,6,1,Perfil,TIC167
Ingeniería y Tecnología  ,175, EDUARDO VICENTE LOPEZ,6,2,Perfil,TIC103
Ingeniería y Tecnología  ,175, JOSE RAFAEL LOPEZ ARCOS,6,1,Perfil,TIC164
Ingeniería y Tecnología  ,178, RAFAEL CABAÑAS DE PAZ,5,1,Perfil,TIC103
Ingeniería y Tecnología  ,178, ROBERTO MAGAN CARRION,5,1,Perfil,TIC233
Ingeniería y Tecnología  ,180, VICTOR MARTIN GOMEZ,4,1,Perfil,SINGRUPO
Ingeniería y Tecnología  ,181, PABLO DAVID GUTIERREZ PEREZ,3,1,Perfil,TIC186
Ingeniería y Tecnología  ,182, JUAN ANTONIO MORENTE MOLINERA,1,1,Perfil,TIC186
Ingeniería y Tecnología  ,183, CARMEN NAVARRO LUZON,0,0,Perfil,TIC111
Ingeniería y Tecnología  ,183, DAVID ARREDONDO GARRIDO,0,0,Perfil,HUM813
Ingeniería y Tecnología  ,183, JOSE ANTONIO MORAL MUÑOZ,0,0,Perfil,SINGRUPO
Ingeniería y Tecnología  ,183, JOSE LUIS GUTIERREZ RIVAS,0,0,Perfil,TIC117
Ingeniería y Tecnología  ,183, LAURA FERNANDEZ MARTIN,0,0,Perfil,TIC111
Ingeniería y Tecnología  ,183, MANUEL ALEJANDRO FERNANDEZ RUIZ,0,0,Perfil,TEP190
Ingeniería y Tecnología  ,183, OLMO LEON CADAHI,0,0,Perfil,SINGRUPO
