FECHA,AÑO,Doctorando,TITULO_TESIS,APELLIDO1,APELLIDO2,NOMBRE
08-07-2011,2011,"BLANCA LOPEZ, LOURDES","ESTUDIO MATERIAL, TÉCNICO Y DE CONSERVACIÓN DE LA COLECCIÓN DE TERRACOTAS ETRUSCAS DEL MUSEO ARQUEOLÓGICO Y ETNOLÓGICO DE GRANADA. SU PROYECCIÓN EN LA CREACIÓN ESCULTÓRICA",DURÁN,SUÁREZ,JORGE ALBERTO
08-07-2011,2011,"HERRERA BRIONES, FRANCISCO JAVIER",EFECTO DE LA METILPREDNISOLONA EN EL POSTOPERATORIO DE LA EXTRACCIÓN DE TERCEROS MOLARES INCLUIDOS,REYES,BOTELLA,CANDELARIA
08-07-2011,2011,"CRESPO ALMENDROS, ESMERALDA",INFLUENCIA DEL TIPO DE INCENTIVO  PROMOCIONAL Y LA EXPERIENCIA DE USO WEB,BARRIO,GARCÍA,SALVADOR DEL
08-07-2011,2011,"HERRERA BRIONES, FRANCISCO JAVIER",EFECTO DE LA METILPREDNISOLONA EN EL POSTOPERATORIO DE LA EXTRACCIÓN DE TERCEROS MOLARES INCLUIDOS,PRADOS,SÁNCHEZ,ESTRELLA
08-07-2011,2011,"RICA ALARCON, RAUL ALBERTO",ELECTROCINETICA DE SUSPENSIONES CONCENTRADAS DE NANOPARTICULAS ESPEROIDALES,DELGADO,MORA,ÁNGEL VICENTE
08-07-2011,2011,"PURSWANI, JESSICA RENUKA MOHAN","DESARROLLO Y ESTUDIO BIOLOGICO DE UN SISTEMA DE BAJO COSTO PARA EL TRATAMIENTO DE AGUAS SUBTERRANEAS CONTAMINADAS CON COMPUESTOS OXIGENANTES DE GASOLINAS: MTBE, ETBE Y TAME",GONZÁLEZ,LÓPEZ,JESÚS JUAN
08-07-2011,2011,"RICA ALARCON, RAUL ALBERTO",ELECTROCINETICA DE SUSPENSIONES CONCENTRADAS DE NANOPARTICULAS ESPEROIDALES,JIMÉNEZ,OLIVARES,MARÍA LUISA
08-07-2011,2011,"BLANCA LOPEZ, LOURDES","ESTUDIO MATERIAL, TÉCNICO Y DE CONSERVACIÓN DE LA COLECCIÓN DE TERRACOTAS ETRUSCAS DEL MUSEO ARQUEOLÓGICO Y ETNOLÓGICO DE GRANADA. SU PROYECCIÓN EN LA CREACIÓN ESCULTÓRICA",PERALBO,CANO,RAFAEL
11-07-2011,2011,"CONDE GONZALEZ, JOSE",LA INTERACCION DE LA CARGA DE TRABAJO FISICA Y MENTAL EN LA PERCEPCION DE LA FATIGA FISICA DURANTE Y DESPUES DE UN EJERCICIO FISICO HASTA EL AGOTAMIENTO,LINARES,GIRELA,DANIEL
11-07-2011,2011,"BURGOS GOYE, MARIA DEL CARMEN",LA RELACIÓN LABORAL DE LOS EXTRANJEROS EN LAS CIUDADES AUTÓNOMAS DE CEUTA Y MELILLA,MONEREO,PÉREZ,JOSÉ LUIS
11-07-2011,2011,"CONDE GONZALEZ, JOSE",LA INTERACCION DE LA CARGA DE TRABAJO FISICA Y MENTAL EN LA PERCEPCION DE LA FATIGA FISICA DURANTE Y DESPUES DE UN EJERCICIO FISICO HASTA EL AGOTAMIENTO,PERALES,LÓPEZ,JOSÉ CÉSAR
11-07-2011,2011,"CONDE GONZALEZ, JOSE",LA INTERACCION DE LA CARGA DE TRABAJO FISICA Y MENTAL EN LA PERCEPCION DE LA FATIGA FISICA DURANTE Y DESPUES DE UN EJERCICIO FISICO HASTA EL AGOTAMIENTO,CÁRDENAS,VÉLEZ,DAVID
12-07-2011,2011,"GARCIA CORPAS, JOSE PEDRO",RELACION ENTRE LA FRECUENCIA DE REALIZACIÓN DE HÁBITOS DE VIDA Y LA CALIDAD DE SUEÑO EN PACIENTES MAYORES DE 65 AÑOS,MARTÍNEZ,MARTÍNEZ,FERNANDO
12-07-2011,2011,"GARCIA CORPAS, JOSE PEDRO",RELACION ENTRE LA FRECUENCIA DE REALIZACIÓN DE HÁBITOS DE VIDA Y LA CALIDAD DE SUEÑO EN PACIENTES MAYORES DE 65 AÑOS,ZARZUELO,ZURITA,ANTONIO
12-07-2011,2011,"PELAEZ CAMAZON, ALICIA",PLANCHA DE FOTOPOLIMERO Y POSITIVOS ANALOGICOS,RAMOS,GUADIX,JUAN CARLOS
14-07-2011,2011,"GONZALEZ TALAVERA, BLANCA MARGARITA",PRESENCIA Y MECENAZGO ESPAÑOL EN LA FLORENCIA MEDICEA: DE COSME I A FERNANDO I,CALVO,CASTELLÓN,ANTONIO JUAN
14-07-2011,2011,"PRADA MARCOS, MARIA DE LOS REMEDIOS","ESTUDIO COMPARATIVO DE LA CARGA ESTROGÉNICA TOTAL EFECTIVA EN PLACENTAS DE DOS POBLACIONES DE RECIÉN NAC IDOS, DE MADRID Y GRANADA",OLEA,SERRANO,NICOLÁS
14-07-2011,2011,"POVEA MORENO, ISABEL MARIA","RETRATO DE UNA DECADENCIA. RÉGIMEN LABORAL Y SISTEMA DE EXPLOTACIÓN EN HUANCAVELICA, 1784-1814",MOLINA,MARTÍNEZ,MIGUEL
14-07-2011,2011,"FONT BATALLE, MONTSERRAT",BLANCHE SELVA Y EL NOUCENTISME MUSICAL EN CATALUÑA,PÉREZ,ZALDUONDO,GEMMA
14-07-2011,2011,"CHAHBOUNI ELMANSOURI, MARIAM",BENEFICIO DEL TRATAMIENTO CON MELATONINA EN PACIENTES AFECTOS DE ENFERMEDAD DE DUCHENNE: ESTUDIO FUNCIONAL Y BIOQUIMICO PRELIMINAR,ACUÑA,CASTROVIEJO,DARÍO
14-07-2011,2011,"PRADA MARCOS, MARIA DE LOS REMEDIOS","ESTUDIO COMPARATIVO DE LA CARGA ESTROGÉNICA TOTAL EFECTIVA EN PLACENTAS DE DOS POBLACIONES DE RECIÉN NAC IDOS, DE MADRID Y GRANADA",FERNÁNDEZ,CABRERA,MARIANA FÁTIMA
14-07-2011,2011,"CHAHBOUNI ELMANSOURI, MARIAM",BENEFICIO DEL TRATAMIENTO CON MELATONINA EN PACIENTES AFECTOS DE ENFERMEDAD DE DUCHENNE: ESTUDIO FUNCIONAL Y BIOQUIMICO PRELIMINAR,ESCAMES,ROSA,GERMAINE
15-07-2011,2011,"LORENTE GARCIA, ROCIO",LA REFORMA DE LA FORMACION PROFESIONAL EN ESPAÑA A TRAVES DEL DISEÑO POR COMPETENCIAS: UN ANALISIS DESDE LA PERSPECTIVA DE LOS AGENTES SOCIALES,LUZÓN,TRUJILLO,ANTONIO
15-07-2011,2011,"UROZ TORRES, DAVID",EFICACIA DE DOS SISTEMAS ROTATORIOS EN LA PREPARACION DE CONDUCTOS RADICULARES CURVOS,FERRER,LUQUE,CARMEN MARÍA
15-07-2011,2011,"UROZ TORRES, DAVID",EFICACIA DE DOS SISTEMAS ROTATORIOS EN LA PREPARACION DE CONDUCTOS RADICULARES CURVOS,GONZÁLEZ,RODRÍGUEZ,MARÍA PALOMA
15-07-2011,2011,"ROJO VENEGAS, KAREN PAULINA",ESTUDIOS DE ASOCIACION DE POLIMORFISMOS IMPLICADOS EN LA OSTEOPOROSIS Y SEGUIMIENTO FARMACOTERAPEUTICO EN PACIENTES CON FACTORES DE RIESGO DE FRACTURAS DE CADERA,FAUS,DADER,MARÍA JOSÉ
15-07-2011,2011,"OCON HERNANDEZ, OLGA",CARGA ESTROGENICA TOTAL EFECTIVA Y SUPERVIVENCIA EN CÁNCER DE MAMA,OLEA,SERRANO,NICOLÁS
15-07-2011,2011,"ROJO VENEGAS, KAREN PAULINA",ESTUDIOS DE ASOCIACION DE POLIMORFISMOS IMPLICADOS EN LA OSTEOPOROSIS Y SEGUIMIENTO FARMACOTERAPEUTICO EN PACIENTES CON FACTORES DE RIESGO DE FRACTURAS DE CADERA,CALLEJA,HERNÁNDEZ,MIGUEL ÁNGEL
15-07-2011,2011,"OCON HERNANDEZ, OLGA",CARGA ESTROGENICA TOTAL EFECTIVA Y SUPERVIVENCIA EN CÁNCER DE MAMA,PARDILLO,PILAR,SUSANA
15-07-2011,2011,"ROJO VENEGAS, KAREN PAULINA",ESTUDIOS DE ASOCIACION DE POLIMORFISMOS IMPLICADOS EN LA OSTEOPOROSIS Y SEGUIMIENTO FARMACOTERAPEUTICO EN PACIENTES CON FACTORES DE RIESGO DE FRACTURAS DE CADERA,AGUILERA,GÓMEZ,MARGARITA
15-07-2011,2011,"OCON HERNANDEZ, OLGA",CARGA ESTROGENICA TOTAL EFECTIVA Y SUPERVIVENCIA EN CÁNCER DE MAMA,FERNÁNDEZ,CABRERA,MARIANA FÁTIMA
15-07-2011,2011,"LORENTE GARCIA, ROCIO",LA REFORMA DE LA FORMACION PROFESIONAL EN ESPAÑA A TRAVES DEL DISEÑO POR COMPETENCIAS: UN ANALISIS DESDE LA PERSPECTIVA DE LOS AGENTES SOCIALES,TORRES,SÁNCHEZ,MARÍA MÓNICA
18-07-2011,2011,"SANTANA OJEDA, CAROLA VANESSA",ASPECTOS OXIDATIVOS EN LA RESPUESTA CELULAR DE UN MODELO IN VITRO DE PANCREATITIS. PAPEL DEL HIDROXITIROSOL Y DE LA MODIFICACION DEL PERFIL LIPIDICO DE MEMBRANA,MARTÍNEZ DE VICTORIA,MUÑOZ,EMILIO
18-07-2011,2011,"LUQUE AZNAR, MARIA ROCIO","DIVERSIDAD PROCATIOTA EN EL HUMEDAL DE AJAUQUE Y RAMBLA SALADA, MURCIA",BEJAR,LUQUE,MARÍA VICTORIA
18-07-2011,2011,"LUQUE AZNAR, MARIA ROCIO","DIVERSIDAD PROCATIOTA EN EL HUMEDAL DE AJAUQUE Y RAMBLA SALADA, MURCIA",QUESADA,ARROQUIA,EMILIA
18-07-2011,2011,"OJEL JARAMILLO ROMERO, JOSE MANUEL",PREDICTORES DEL USO DE LOS DISPOSITIVOS DE TELEASISTENCIA. FACTORS PREDICTING TELECARE DEVICES USE,CÁNDIDO,ORTIZ,ANTONIO
18-07-2011,2011,"ARJONA CALVO, YOLANDA", ATENCION A LA DIVERSIDAD EN LA EDUCACION SECUNDARIA OBLIGATORIA. ESTUDIO Y PROPUESTAS PARA UN CAMBIO METODOLOGICO Y ORGANIZATIVO INCLUSIVO,LEÓN,GUERRERO,MARÍA JOSÉ
18-07-2011,2011,"MOHAMMAD OGLAH AL-DWAIRI, KHALDOON",EVALUACION Y ANALISIS DE LA ESTRUCTURA DE LAS SEDES WEB DE LAS UNIVERSIDADES ARABES DE LA ZONA MENA (MIDDLE EAST AND NORTH AFRICA): MAPAS Y ANALISIS DE INFLUENCIA EN LA WEB,VARGAS,QUESADA,BENJAMÍN
18-07-2011,2011,"LUQUE AZNAR, MARIA ROCIO","DIVERSIDAD PROCATIOTA EN EL HUMEDAL DE AJAUQUE Y RAMBLA SALADA, MURCIA",LLAMAS,COMPANY,INMACULADA
18-07-2011,2011,"CAMARA MARTINEZ, RAFAEL","EL REAL CONSERVATORIO DE MUSICA Y DECLAMACION ""VICTORIA EUGENIA"" DE GRANADA: ORGANIZACION DE LA INSTITUCION Y DESARROLLO DEL CURRICULO (1921- 1952)",PALOMARES,MORAL,JOSÉ
18-07-2011,2011,"ARJONA CALVO, YOLANDA", ATENCION A LA DIVERSIDAD EN LA EDUCACION SECUNDARIA OBLIGATORIA. ESTUDIO Y PROPUESTAS PARA UN CAMBIO METODOLOGICO Y ORGANIZATIVO INCLUSIVO,RODRÍGUEZ,SABIOTE,CLEMENTE
18-07-2011,2011,"SANTANA OJEDA, CAROLA VANESSA",ASPECTOS OXIDATIVOS EN LA RESPUESTA CELULAR DE UN MODELO IN VITRO DE PANCREATITIS. PAPEL DEL HIDROXITIROSOL Y DE LA MODIFICACION DEL PERFIL LIPIDICO DE MEMBRANA,YAGO,TORREGROSA,MARÍA DOLORES
18-07-2011,2011,"CAMARA MARTINEZ, RAFAEL","EL REAL CONSERVATORIO DE MUSICA Y DECLAMACION ""VICTORIA EUGENIA"" DE GRANADA: ORGANIZACION DE LA INSTITUCION Y DESARROLLO DEL CURRICULO (1921- 1952)",BEAS,MIRANDA,MIGUEL
18-07-2011,2011,"OJEL JARAMILLO ROMERO, JOSE MANUEL",PREDICTORES DEL USO DE LOS DISPOSITIVOS DE TELEASISTENCIA. FACTORS PREDICTING TELECARE DEVICES USE,CAÑAS,DELGADO,JOSÉ JUAN
18-07-2011,2011,"SANTANA OJEDA, CAROLA VANESSA",ASPECTOS OXIDATIVOS EN LA RESPUESTA CELULAR DE UN MODELO IN VITRO DE PANCREATITIS. PAPEL DEL HIDROXITIROSOL Y DE LA MODIFICACION DEL PERFIL LIPIDICO DE MEMBRANA,MARTÍNEZ,BURGOS,MARÍA ALBA
19-07-2011,2011,"PEINADO GUZMÁN, JOSÉ ANTONIO",CONTROVERSIA TEOLOGICA. DEVOCION POPULAR. EXPRESION PLASTICA: LA INMACULADA CONCEPCION EN GRANADA,LÓPEZ-GUADALUPE,MUÑOZ,JUAN JESÚS
19-07-2011,2011,"PALACIO GARCIA, LUIS ALEJANDRO",ANALISIS DE LAS DECISIONES INDIVIDUALES EN CONTEXTOS DE NEGOCIACION. APORTES TEORICOS Y EXPERIMENTALES,LACOMBA,ARIAS,JUAN ANTONIO
19-07-2011,2011,"PALACIO GARCIA, LUIS ALEJANDRO",ANALISIS DE LAS DECISIONES INDIVIDUALES EN CONTEXTOS DE NEGOCIACION. APORTES TEORICOS Y EXPERIMENTALES,GARCÍA,MUÑOZ,TERESA MARÍA
19-07-2011,2011,"PALACIO GARCIA, LUIS ALEJANDRO",ANALISIS DE LAS DECISIONES INDIVIDUALES EN CONTEXTOS DE NEGOCIACION. APORTES TEORICOS Y EXPERIMENTALES,LAGOS,GARCÍA,FRANCISCO MIGUEL
20-07-2011,2011,"CANO RUEDA, SERGIO",CURRICULUM EDUCATIVO DE LOS CENTROS PUBLICOS DE PROTECCION DE MENORES EN ANDALUCIA: ANALISIS DE CONTENIDO AXIOLOGICO,ÁLVAREZ,RODRÍGUEZ,JOSÉ
20-07-2011,2011,"CANO RUEDA, SERGIO",CURRICULUM EDUCATIVO DE LOS CENTROS PUBLICOS DE PROTECCION DE MENORES EN ANDALUCIA: ANALISIS DE CONTENIDO AXIOLOGICO,SORIANO,DÍAZ,ANDRÉS
20-07-2011,2011,"MONTOYA JUAREZ, RAFAEL",DIMENSION EMOCIONAL Y SIGNIFICADO DE LA EXPERIENCIA DEL SUFRIMIENTO AL FINAL DE LA VIDA. ESTUDIO CUANTITATIVO- CUALITATIVO EN PACIENTES CON ENFERMEDAD TERMINAL,CRUZ,QUINTANA,FRANCISCO
20-07-2011,2011,"MONTOYA JUAREZ, RAFAEL",DIMENSION EMOCIONAL Y SIGNIFICADO DE LA EXPERIENCIA DEL SUFRIMIENTO AL FINAL DE LA VIDA. ESTUDIO CUANTITATIVO- CUALITATIVO EN PACIENTES CON ENFERMEDAD TERMINAL,SCHMIDT,RÍO VALLE,JACQUELINE
20-07-2011,2011,"MONTOYA JUAREZ, RAFAEL",DIMENSION EMOCIONAL Y SIGNIFICADO DE LA EXPERIENCIA DEL SUFRIMIENTO AL FINAL DE LA VIDA. ESTUDIO CUANTITATIVO- CUALITATIVO EN PACIENTES CON ENFERMEDAD TERMINAL,GARCÍA,CARO,MARÍA PAZ
20-07-2011,2011,"DE FRANCA NETO, JOAO LUIZ","LA MUSICA, UNA DISCIPLINA QUE CAMBIA VIDAS",PÉREZ,GARCÍA,PURIFICACIÓN
21-07-2011,2011,"AYALA ASENSIO, LUCIA","LAS IMAGENES DE LOS ""ENTRETIENS SUR LA PLURALITE DES MONDES"" DE BERNARD LE BOVIER DE FONTENELLE. VISUALIZACIONES ASTRONOMICAS DE UNA PLURALIDAD DE MUNDOS",HENARES,CUÉLLAR,IGNACIO
21-07-2011,2011,"GUERRERO RAMOS, DANIEL",EL CENTRO MUNICIPAL DE CULTURA DE CHURRIANA DE LA VEGA (GRANADA). UNA INVESTIGACION EVALUATIVA SOBRE SU OFERTA FORMATIVA Y CULTURAL,LORENZO,DELGADO,MANUEL
21-07-2011,2011,"GUERRERO RAMOS, DANIEL",EL CENTRO MUNICIPAL DE CULTURA DE CHURRIANA DE LA VEGA (GRANADA). UNA INVESTIGACION EVALUATIVA SOBRE SU OFERTA FORMATIVA Y CULTURAL,JIMÉNEZ,TORRES,MANUEL GABRIEL
21-07-2011,2011,"GUERRERO RAMOS, DANIEL",EL CENTRO MUNICIPAL DE CULTURA DE CHURRIANA DE LA VEGA (GRANADA). UNA INVESTIGACION EVALUATIVA SOBRE SU OFERTA FORMATIVA Y CULTURAL,LÓPEZ,SÁNCHEZ,MANUEL
21-07-2011,2011,"ORTEGA PEREZ, NIEVES",LAS POLÍTICAS DE INMIGRACIÓN EN ESPAÑA. ACTORES Y PROCESO EN LA ARENA MIGRATORIA,PAREJO,FERNÁNDEZ,MARÍA ANGUSTIAS
21-07-2011,2011,"ORTEGA PEREZ, NIEVES",LAS POLÍTICAS DE INMIGRACIÓN EN ESPAÑA. ACTORES Y PROCESO EN LA ARENA MIGRATORIA,MONTABES,PEREIRA,JUAN
21-07-2011,2011,"GONZÁLEZ CABRERA, JOAQUÍN MANUEL",ESTUDIO PSICOSOCIAL DE LOS PROCESOS DE RADICALIZACION ISLAMISTA Y RECLUTAMIENTO YIHADISTA,TRUJILLO,MENDOZA,HUMBERTO MANUEL
22-07-2011,2011,"LOPEZ MILLAN, MARIA BELEN",RESPUESTAS CELULARES A MODIFICACIONES EN EL PERFIL LIPÍDICO DE MEMBRANA Y A LA PRESENCIA DE UN ANTIOXIDANTE DEL ACEITE DE OLIVA EN UN MODELO IN VITRO DE PANCREATITIS. ASPECTOS INFLAMATORIOS,MAÑAS,ALMENDROS,MARIANO JOSÉ
22-07-2011,2011,"SOUKI YORDI, NIZAR",MASA Y DENSIDAD ÓSEA EN ORTOPANTOMOGRAFÍAS  DE PACIENTES PERIODONTALES. VALORACIÓN DEL POLIMORFISMO GENÉTICO DEL RECEPTOR DE VITAMINA D,MESA,AGUADO,FRANCISCO LUIS
22-07-2011,2011,"SOUKI YORDI, NIZAR",MASA Y DENSIDAD ÓSEA EN ORTOPANTOMOGRAFÍAS  DE PACIENTES PERIODONTALES. VALORACIÓN DEL POLIMORFISMO GENÉTICO DEL RECEPTOR DE VITAMINA D,BRAVO,PÉREZ,MANUEL
22-07-2011,2011,"LOPEZ MIRAS, MARIA DEL MAR",IDENTIFICACIÓN Y CARACTERIZACIÓN DE COMUNIDADES MICROBIANAS PRESENTES EN PINTURAS SOBRE LIENZO. ESTUDIO DE SU CAPACIDAD COMO AGENTES DE BIODETERIORO,BOLÍVAR,GALIANO,FERNANDO CARLOS
22-07-2011,2011,"MOLERO MELGAREJO, FRANCISCO EMILIO",CARTOGRAFIAS DE PROCESOS Y FLUJOS: APLICACIONES A LA PLANIFICACION TERRITORIAL Y URBANA,GRINDLAY,MORENO,ALEJANDRO LUIS
22-07-2011,2011,"CALERO TORRALBO, MIGUEL ANGEL",FACTORES ECOLÓGICOS Y MECANISMOS IMPLICADOS EN LA VARIABILIDAD DE LA INTERACCIÓN ENTRE UN ECTOPARÁSITO GENERALISTA (CARNUS HEMAPTERUS) Y SUS HOSPEDADORES,VALERA,HERNÁNDEZ,FRANCISCO
22-07-2011,2011,"LOPEZ MILLAN, MARIA BELEN",RESPUESTAS CELULARES A MODIFICACIONES EN EL PERFIL LIPÍDICO DE MEMBRANA Y A LA PRESENCIA DE UN ANTIOXIDANTE DEL ACEITE DE OLIVA EN UN MODELO IN VITRO DE PANCREATITIS. ASPECTOS INFLAMATORIOS,MESA,GARCÍA,MARÍA DOLORES
22-07-2011,2011,"LOPEZ MIRAS, MARIA DEL MAR",IDENTIFICACIÓN Y CARACTERIZACIÓN DE COMUNIDADES MICROBIANAS PRESENTES EN PINTURAS SOBRE LIENZO. ESTUDIO DE SU CAPACIDAD COMO AGENTES DE BIODETERIORO,MARTÍN,SÁNCHEZ,INÉS
22-07-2011,2011,"MOLERO MELGAREJO, FRANCISCO EMILIO",CARTOGRAFIAS DE PROCESOS Y FLUJOS: APLICACIONES A LA PLANIFICACION TERRITORIAL Y URBANA,GÓMEZ,ORDÓÑEZ,JOSÉ LUIS
22-07-2011,2011,"LOPEZ MILLAN, MARIA BELEN",RESPUESTAS CELULARES A MODIFICACIONES EN EL PERFIL LIPÍDICO DE MEMBRANA Y A LA PRESENCIA DE UN ANTIOXIDANTE DEL ACEITE DE OLIVA EN UN MODELO IN VITRO DE PANCREATITIS. ASPECTOS INFLAMATORIOS,YAGO,TORREGROSA,MARÍA DOLORES
22-07-2011,2011,"DAWIDZIUK, MARTA BOZENA",COMPORTAMIENTO DE GELES DE CARBON CON DIFERENTE FISICA Y QUIMICA SUPERFICIAL COMO ELECTRODOS DE SUPERCONDENSADORES Y SOPORTES DE CATALIZADORES DE PT,MORENO,CASTILLA,CARLOS
22-07-2011,2011,"DAWIDZIUK, MARTA BOZENA",COMPORTAMIENTO DE GELES DE CARBON CON DIFERENTE FISICA Y QUIMICA SUPERFICIAL COMO ELECTRODOS DE SUPERCONDENSADORES Y SOPORTES DE CATALIZADORES DE PT,CARRASCO,MARÍN,FRANCISCO
25-07-2011,2011,"OLIVAS AVILA, JOSE ALONSO",PRODUCCIÓN CIENTÍFICA DE LA PSICOLOGÍA EN ESPAÑA. ANÁLISIS POR ÁREAS DE CONOIMIENTO Y POR UNIVERSIDADES,BUELA,CASAL,GUALBERTO
26-07-2011,2011,"PROESTAKIS, ANTONIOS",ESSAYS ON ECONOMICS OF CULTURAL TRAITS,BRAÑAS,GARZA,PABLO
26-07-2011,2011,"MUSI LECHUGA, BERTHA",ANÁLISIS DE LA PRODUCCIÓN CIENTÍFICA DE LOS PROGRAMAS DE DOCTORADO DE PSICOLOGÍA CON MENCIÓN DE CALIDAD EN ESPAÑA,BUELA,CASAL,GUALBERTO
26-07-2011,2011,"K.Y. ALHRIBAT, IYAD",PROYECTIVE MODULES OVER CERTAIN NON.COMMUTATIVE POLYNOMIAL RINGS,JARA,MARTÍNEZ,PASCUAL
27-07-2011,2011,"ARAN JARA, MARIA ANGELICA",COMPETENCIAS Y ENFOQUES DE APRENDIZAJE EN EL ALUMNADO DE LAS TITULACIONES EN EDUCACION DE LA UNIVERSIDAD MAYOR DE TEMUCO (CHILE),SALMERÓN,PÉREZ,HONORIO
28-07-2011,2011,"CORTADELLAS IZQUIERDO, OSCAR ALFONSO",METODOS COMPUTACIONALES Y ALGEBRAS DE DIMENSION FINITA. CLASIFICACION Y DETERMINACION,LOBILLO,BORRERO,FRANCISCO JAVIER
28-07-2011,2011,"CORTADELLAS IZQUIERDO, OSCAR ALFONSO",METODOS COMPUTACIONALES Y ALGEBRAS DE DIMENSION FINITA. CLASIFICACION Y DETERMINACION,JARA,MARTÍNEZ,PASCUAL
29-07-2011,2011,"DUARTE CUNHA MEDEIROS, THAMARA",TRATAMIENTO JURIDICO- PENAL DE LA INMIGRACION EN EL CODIGO PENAL ESPAÑOL,OLMEDO,CARDENETE,MIGUEL DOMINGO
02-09-2011,2011,"CORTES AGUILAR, ALEXANDRA",AN EMPIRICAL ANYLISIS ABOUT SUBJECTIVE WELL-BEING USING  DEVELOPING AND DEVELOPED COUNTRIES DATA,MORO,EGIDO,ANA ISABEL
02-09-2011,2011,"CHIODI, ITALO",CARNET DE VIAJE: UNA MIRADA DENTRO DEL LENGUAJE DIBUJO. CARNET DI VIAGGIO. UNO SGUARDO DENTRO IL LINGUAGGIO DISEGNO,JÓDAR,MIÑARRO,ASUNCIÓN
02-09-2011,2011,"CABALLOS PIÑERO, ANTONIO",ETNOLOGÍA GUARANÍ EN RUIZ DE MONTOYA,BRIONES,GÓMEZ,RAFAEL
02-09-2011,2011,"CORTES AGUILAR, ALEXANDRA",AN EMPIRICAL ANYLISIS ABOUT SUBJECTIVE WELL-BEING USING  DEVELOPING AND DEVELOPED COUNTRIES DATA,GARCÍA,MUÑOZ,TERESA MARÍA
02-09-2011,2011,"PANIAGUA MIJANGOS, JORGE GUSTAVO","CUANDO LA IDENTIDAD CAMINA: DIVERSIDAD URBANA Y CAMBIO CULTURAL EN SAN CRISTOBAL DE LAS CASAS, MEXICO. UNA PERSPECTIVA ANTROPOLOGICA",DIETZ,,GUNTHER
05-09-2011,2011,"LOPEZ PEREDO, MARTHA CECILIA",GLOBAL/LOCAL: UNA LOCALIDAD RURAL DEL SUROESTE DE MÉXICO,GONZÁLEZ,ALCANTUD,JOSÉ ANTONIO
05-09-2011,2011,"MORALES CORDOVILLA, JUAN ANDRES",TÉCNICAS DE RECONOCIMIENTO ROBUSTO DE LA VOZ BASADAS EN EL PITCH,PEINADO,HERREROS,ANTONIO MIGUEL
05-09-2011,2011,"MORALES CORDOVILLA, JUAN ANDRES",TÉCNICAS DE RECONOCIMIENTO ROBUSTO DE LA VOZ BASADAS EN EL PITCH,SÁNCHEZ,CALLE,VICTORIA EUGENIA
06-09-2011,2011,"KOFFI, KONAN HERVE",LA DIDÁCTICA DE LA COMPETENCIA COMUNICATIVA ORAL EN LAS CLASES DE ELE EN COSTA DE MARFIL: PROBLEMAS Y PERSPECTIVAS,FERNÁNDEZ,FRAILE,EUGENIA
07-09-2011,2011,"PINHO PEREIRA, PEDRO","AVALIAÇAO DE DESEMPENHO DOS PROFESSORES, INSTRUMENTO DE VALORIZAÇAO DOS RECURSOS HUMANOS DA EDUCAÇAO",LORENZO,DELGADO,MANUEL
07-09-2011,2011,"S. M. BATRAN, AHMED",RECIEN NACIDO PREMATURO. VALORACIÓN DE LOS CUIDADOS CENTRADOS EN EL DESARROLLO EN UNA UNIDAD NEONATAL. FACTORES DE RIESGO MATERNOS DE LA PREMATURIDAD PALESTINA,GUISADO,BARRILAO,RAFAEL
07-09-2011,2011,"PINHO PEREIRA, PEDRO","AVALIAÇAO DE DESEMPENHO DOS PROFESSORES, INSTRUMENTO DE VALORIZAÇAO DOS RECURSOS HUMANOS DA EDUCAÇAO",LÓPEZ,SÁNCHEZ,MANUEL
07-09-2011,2011,"PEREZ ABELA, ANTONIO LUIS",VERTEBROPLASTIA PERCUTÁNEA EN EL TRATAMIENTO DEL DOLOR RAQUÍDEO MOTIVADO POR FRACTURAS VERTEBRALES DE ORIGEN OSTEOPORÓTICO Y POR LESIONES VERTEBRALES DE CAUSA TUMORAL,PRADOS,OLLETA,NICOLÁS
07-09-2011,2011,"PEREZ ABELA, ANTONIO LUIS",VERTEBROPLASTIA PERCUTÁNEA EN EL TRATAMIENTO DEL DOLOR RAQUÍDEO MOTIVADO POR FRACTURAS VERTEBRALES DE ORIGEN OSTEOPORÓTICO Y POR LESIONES VERTEBRALES DE CAUSA TUMORAL,RUIZ,SANTIAGO,FERNANDO
07-09-2011,2011,"PEREZ ABELA, ANTONIO LUIS",VERTEBROPLASTIA PERCUTÁNEA EN EL TRATAMIENTO DEL DOLOR RAQUÍDEO MOTIVADO POR FRACTURAS VERTEBRALES DE ORIGEN OSTEOPORÓTICO Y POR LESIONES VERTEBRALES DE CAUSA TUMORAL,MARTÍNEZ,MONTES,JOSÉ LUIS
07-09-2011,2011,"S. M. BATRAN, AHMED",RECIEN NACIDO PREMATURO. VALORACIÓN DE LOS CUIDADOS CENTRADOS EN EL DESARROLLO EN UNA UNIDAD NEONATAL. FACTORES DE RIESGO MATERNOS DE LA PREMATURIDAD PALESTINA,AGUILAR,CORDERO,JOSEFA
07-09-2011,2011,"PINHO PEREIRA, PEDRO","AVALIAÇAO DE DESEMPENHO DOS PROFESSORES, INSTRUMENTO DE VALORIZAÇAO DOS RECURSOS HUMANOS DA EDUCAÇAO",LÓPEZ,NÚÑEZ,JUAN ANTONIO
