FECHA,AÑO,Doctorando,TITULO_TESIS,APELLIDO1,APELLIDO2,NOMBRE
10-01-2011,2011,"MARTIN MARTINEZ, FRANCISCO JAVIER",MODELIZACIÓN MOLECULAR DE NANOTUBOS DE CARBONO,DOBADO,JIMÉNEZ,JOSÉ ANTONIO
13-01-2011,2011,"GASTELUM CUADRAS, GABRIEL",DESARROLLO Y VALIDACION DE UNA VERSION INFORMATIZADA DEL BODY IMAGE ANXIETY SCALE Y CONTOUR DRAWING RATING SCALE: UN ESTUDIO SOBRE PERCEPCION Y NIVEL DE ANSIEDAD DE LA IMAGEN CORPORAL EN UNIVERSITARIO,VICIANA,RAMÍREZ,JESÚS
14-01-2011,2011,"CAMPO MACHADO, RUTH MARCELA DEL",PERCEPCIONES SOBRE EL USO DE LOS LIBROS DE TEXTO EN LA CARRERA DE FILOLOGÍA E IDIOMAS (INGLÉS) DE LA UNIVERSIDAD NACIONAL DE COLOMBIA. UNA PROPUESTA ALTERNATIVA,ORTEGA,MARTÍN,JOSÉ LUIS
14-01-2011,2011,"ARIAS SANTIAGO, SALVADOR ANTONIO",COMORBIDITIES IN PATIENS WITH ANDROGENETIC ALOPECIA: CARDIOVASCULAR RISK FACTORS AND BENIGN PROSTATIC HYPERPLASIA,GUTIÉRREZ,SALMERÓN,MARÍA TERESA
14-01-2011,2011,"ARIAS SANTIAGO, SALVADOR ANTONIO",COMORBIDITIES IN PATIENS WITH ANDROGENETIC ALOPECIA: CARDIOVASCULAR RISK FACTORS AND BENIGN PROSTATIC HYPERPLASIA,BUENDÍA,EISMAN,AGUSTÍN
14-01-2011,2011,"RIGOSI, ANNA",PHYSICAL AND ECOLOGICAL PROCESSES IN EL GERGAL RESERVOIR (SEVILLE): EFFECTS ON WATER QUALITY,CRUZ,PIZARRO,LUIS JOSÉ
14-01-2011,2011,"RIGOSI, ANNA",PHYSICAL AND ECOLOGICAL PROCESSES IN EL GERGAL RESERVOIR (SEVILLE): EFFECTS ON WATER QUALITY,RUEDA,VALDIVIA,FRANCISCO JOSÉ
14-01-2011,2011,"CAMPO MACHADO, RUTH MARCELA DEL",PERCEPCIONES SOBRE EL USO DE LOS LIBROS DE TEXTO EN LA CARRERA DE FILOLOGÍA E IDIOMAS (INGLÉS) DE LA UNIVERSIDAD NACIONAL DE COLOMBIA. UNA PROPUESTA ALTERNATIVA,BEAS,MIRANDA,MIGUEL
14-01-2011,2011,"PEINADO PEREZ, JESUS ENRIQUE",EFECTO DE LA DISCIPLINA ACADEMICA SOBRE LA PERCEPCION DE LAS COMPETENCIAS BASICAS EN UNIVERSITARIOS CHIHUAHUENSES,VICIANA,RAMÍREZ,JESÚS
14-01-2011,2011,"CARRETERO COCA, MIGUEL",PREVENCION DEL ENVEJECIMIENTO MITOCONDRIAL EN RATONES CON SENESCENCIA ACELERADA MEDIANTE MELATONINA. ESTUDIOS EN CEREBRO Y PULMON,ACUÑA,CASTROVIEJO,DARÍO
14-01-2011,2011,"ARIAS SANTIAGO, SALVADOR ANTONIO",COMORBIDITIES IN PATIENS WITH ANDROGENETIC ALOPECIA: CARDIOVASCULAR RISK FACTORS AND BENIGN PROSTATIC HYPERPLASIA,NARANJO,SINTES,RAMÓN JOSÉ
14-01-2011,2011,"CARRETERO COCA, MIGUEL",PREVENCION DEL ENVEJECIMIENTO MITOCONDRIAL EN RATONES CON SENESCENCIA ACELERADA MEDIANTE MELATONINA. ESTUDIOS EN CEREBRO Y PULMON,ESCAMES,ROSA,GERMAINE
17-01-2011,2011,"VIÑAO MANZANERA, SILVIA",DEL ARTE A LA EDUCACION: LAS POTENCIALIDADES PLASTICAS Y PEDAGOGICAS DE LA ESTETICA TAOISTA,ÁLVAREZ,RODRÍGUEZ,MARÍA DOLORES
20-01-2011,2011,"ERENAS RODRIGUEZ, MIGUEL MARIA",LA COORDENADA TOTAL H EN CIENCIAS ANALITICAS. APLICACION A SENSORES QUIMICOS,CAPITÁN,VALLVEY,LUIS FERMÍN
20-01-2011,2011,"ERENAS RODRIGUEZ, MIGUEL MARIA",LA COORDENADA TOTAL H EN CIENCIAS ANALITICAS. APLICACION A SENSORES QUIMICOS,ORBE,PAYÁ,IGNACIO DE
20-01-2011,2011,"LUENGO MARTIN, JULIAN",SOFT COMPUTING BASED LEARNING AND DATA ANALYSIS: MISSING VALUES AND DATA COMPLEXITY,HERRERA,TRIGUERO,FRANCISCO
20-01-2011,2011,"LOPEZ LEON, RICARDO NORBERTO",LA EDUCACION MUSICAL ESCOLAR (6-12 AÑOS) EN PUERTO RICO: UN ESTUDIO DESDE LA PERSPECTIVA DE LOS MAESTROS DE MUSICA,LORENZO,QUILES,OSWALDO
21-01-2011,2011,"ROHLFS DOMINGUEZ, PALOMA",FACTORES DETERMINANTES DEL CONSUMO INFANTIL DE VERDURAS,VILA,CASTELLAR,JAIME
21-01-2011,2011,"FAJARDO PAREDES, PALOMA CRISTINA",RESULTADOS NEGATIVOS ASOCIADOS A LOS MEDICAMENTOS COMO CAUSA DE CONSULTA A LOS SERVICIOS EN URGENCIAS HOSPITALARIAS,FAUS,DADER,MARÍA JOSÉ
21-01-2011,2011,"SIMON LOPEZ, MARIA",DELITOS CARNALES EN LA ESPAÑA DEL ANTIGUO REGIMEN: EL ESTUPRO Y LOS ABUSOS DESHONESTOS,MARTÍN,CASARES,MARÍA AURELIA
21-01-2011,2011,"FAJARDO PAREDES, PALOMA CRISTINA",RESULTADOS NEGATIVOS ASOCIADOS A LOS MEDICAMENTOS COMO CAUSA DE CONSULTA A LOS SERVICIOS EN URGENCIAS HOSPITALARIAS,ZARZUELO,ZURITA,ANTONIO
21-01-2011,2011,"FAJARDO PAREDES, PALOMA CRISTINA",RESULTADOS NEGATIVOS ASOCIADOS A LOS MEDICAMENTOS COMO CAUSA DE CONSULTA A LOS SERVICIOS EN URGENCIAS HOSPITALARIAS,BAENA,PAREJO,MARÍA ISABEL
24-01-2011,2011,"RECHE GARCIA, CRISTINA",EVALUACION Y ANALISIS DE VARIABLES PSICOLOGICAS IMPLICADAS EN ESGRIMISTAS ESPAÑOLES. SU RELACION CON EL RENDIMIENTO,ROJAS,RUIZ,FRANCISCO JAVIER
24-01-2011,2011,"MARTINEZ LOPERA, EVA MARIA",INDUCCION PROSTAGLANDINAS E2  FRENTE A OXITOCINA INTRAVENOSA Y  FRENTE A CONDUCTA EXPECTANTE  EN GESTANTES CON ROTURA PREMATURA DE MEMBRANAS,PADILLA,VINUESA,CARMEN
24-01-2011,2011,"MARTINEZ LOPERA, EVA MARIA",INDUCCION PROSTAGLANDINAS E2  FRENTE A OXITOCINA INTRAVENOSA Y  FRENTE A CONDUCTA EXPECTANTE  EN GESTANTES CON ROTURA PREMATURA DE MEMBRANAS,FLORIDO,NAVIO,JESÚS
24-01-2011,2011,"MARTINEZ LOPERA, EVA MARIA",INDUCCION PROSTAGLANDINAS E2  FRENTE A OXITOCINA INTRAVENOSA Y  FRENTE A CONDUCTA EXPECTANTE  EN GESTANTES CON ROTURA PREMATURA DE MEMBRANAS,CRUZ,MARTÍNEZ,MILAGROS
24-01-2011,2011,"RECHE GARCIA, CRISTINA",EVALUACION Y ANALISIS DE VARIABLES PSICOLOGICAS IMPLICADAS EN ESGRIMISTAS ESPAÑOLES. SU RELACION CON EL RENDIMIENTO,CEPERO,GONZÁLEZ,MARÍA DEL MAR
24-01-2011,2011,"POLO SERRANO, DAVID",LA COMUNICACION A TRAVES DEL VIDEO STREAMING. ANALISIS DEL CASO YOUTUBE,HERRERO,SOLANA,VÍCTOR FEDERICO
25-01-2011,2011,"DE LA TORRE RUIZ, JOSE MANUEL","LA GESTION DE EQUIPOS: HETEROGENEIDAD EN LA DESTREZA, RENDIMIENTO DE LOS RECIEN LLEGADOS Y TOMA DE DECISIONES MEDIOAMBIENTALES",ARAGÓN,CORREA,JUAN ALBERTO
25-01-2011,2011,"DE LA TORRE RUIZ, JOSE MANUEL","LA GESTION DE EQUIPOS: HETEROGENEIDAD EN LA DESTREZA, RENDIMIENTO DE LOS RECIEN LLEGADOS Y TOMA DE DECISIONES MEDIOAMBIENTALES",MARTÍN,TAPIA,INMACULADA
25-01-2011,2011,"GARCIA MESA, JUAN JOSE",INFLUENCIA DE LOS PROCESOS BIOLOGICOS DE DEPURACION EN LA DISTRIBUCION DE TAMAÑO DE PARTICULAS EN AGUAS RESIDUALES URBANAS,DELGADO,RAMOS,FERNANDO
25-01-2011,2011,"GARCIA MESA, JUAN JOSE",INFLUENCIA DE LOS PROCESOS BIOLOGICOS DE DEPURACION EN LA DISTRIBUCION DE TAMAÑO DE PARTICULAS EN AGUAS RESIDUALES URBANAS,HONTORIA,GARCÍA,ERNESTO JAVIER
25-01-2011,2011,"GARCIA MESA, JUAN JOSE",INFLUENCIA DE LOS PROCESOS BIOLOGICOS DE DEPURACION EN LA DISTRIBUCION DE TAMAÑO DE PARTICULAS EN AGUAS RESIDUALES URBANAS,POYATOS,CAPILLA,JOSÉ MANUEL
28-01-2011,2011,"LUCENA VASCONCELOS, EVELINE",COMPARACION DE COSTE DE DIVERSOS METODOS DE ESTERILIZACION PARA MATERIAL TERMOSENSIBLE UTILIZADOS EN LA CENTRAL DE ESTERILIZACION DEL HOSPITAL UNIVERSITARIO SAN CECILIO DE GRANADA,GUILLÉN,SOLVAS,JOSÉ FRANCISCO
28-01-2011,2011,"RUIZ PLEGUEZUELOS, RAFAEL",LA REBELION NACE EN EL BOSQUE: UNA LECTURA ECOCRITICA DE LA NARRATIVA DE ALAN SILLITOE,CARRETERO,GONZÁLEZ,MARGARITA
28-01-2011,2011,"LUCENA VASCONCELOS, EVELINE",COMPARACION DE COSTE DE DIVERSOS METODOS DE ESTERILIZACION PARA MATERIAL TERMOSENSIBLE UTILIZADOS EN LA CENTRAL DE ESTERILIZACION DEL HOSPITAL UNIVERSITARIO SAN CECILIO DE GRANADA,GUILLÉN,PERALES,ALBERTO
31-01-2011,2011,"BLANCO GUZMAN, MARIO EMILIO",EVOLUCION Y PLAUSIBILIDAD DEL CAMBIO DE CULTURA EN LA UNIVERSIDAD SAINT PAUL,RODRÍGUEZ,FERNÁNDEZ,ANDRÉS
31-01-2011,2011,"BLANCO GUZMAN, MARIO EMILIO",EVOLUCION Y PLAUSIBILIDAD DEL CAMBIO DE CULTURA EN LA UNIVERSIDAD SAINT PAUL,ZARCO,MARTÍN,VICTORIA EUGENIA
31-01-2011,2011,"TAFUR ELBAZ, DANIEL",APLICACION DEL PROGRAMA INFORMATICO DENTALPRINT EN EL ANALISIS DE LAS HUELLAS POR MORDEDURAS HUMANAS,BRAVO,PÉREZ,MANUEL
31-01-2011,2011,"MORALES SANTOS, DIEGO PEDRO",APLICACION DE TECNOLOGIAS RECONFIGURABLES ANALOGICA Y DIGITAL PARA INSTRUMENTACION INTELIGENTE,PALMA,LÓPEZ,ALBERTO JOSÉ
31-01-2011,2011,"MORALES SANTOS, DIEGO PEDRO",APLICACION DE TECNOLOGIAS RECONFIGURABLES ANALOGICA Y DIGITAL PARA INSTRUMENTACION INTELIGENTE,GARCÍA,RÍOS,ANTONIO
31-01-2011,2011,"TAFUR ELBAZ, DANIEL",APLICACION DEL PROGRAMA INFORMATICO DENTALPRINT EN EL ANALISIS DE LAS HUELLAS POR MORDEDURAS HUMANAS,MARTÍN,DE LAS HERAS,STELLA
31-01-2011,2011,"NOGUERA JUAREZ, MARIA DEL PILAR",ANALISIS DE LA ENSEÑANZA DEL ESPAÑOL PARA INMIGRANTES ADULTOS MAGREVIES EN LA PROVINCIA DE GRANADA. ELABORACION DE UN METODO DE ESPAÑOL BASICO,ORTEGA,CARRILLO,JOSÉ ANTONIO
31-01-2011,2011,"NOGUERA JUAREZ, MARIA DEL PILAR",ANALISIS DE LA ENSEÑANZA DEL ESPAÑOL PARA INMIGRANTES ADULTOS MAGREVIES EN LA PROVINCIA DE GRANADA. ELABORACION DE UN METODO DE ESPAÑOL BASICO,VILLENA,HIGUERAS,JOSÉ LUIS
01-02-2011,2011,"MARQUES DE AZEVEDO, ISABELA",INTELIGENCIA EMOCIONAL DOS PROFESSORES DO ENSINO SUPERIOR (INTELIGENCIA EMPOCIONAL EN PROFESORES DE ENSEÑANZA SUPERIOR),SOLA,MARTÍNEZ,TOMÁS
01-02-2011,2011,"GUEDES DE CAMPOS SALVADO PIRES, SOFIA MARGARIDA",A INTELIGENCIA EMOCIONAL EM PROFESSORES DE EDUCAÇAO ESPECIAL DA REGIA DE VISEU,SOLA,MARTÍNEZ,TOMÁS
01-02-2011,2011,"MARQUES DE AZEVEDO, ISABELA",INTELIGENCIA EMOCIONAL DOS PROFESSORES DO ENSINO SUPERIOR (INTELIGENCIA EMPOCIONAL EN PROFESORES DE ENSEÑANZA SUPERIOR),HINOJO,LUCENA,FRANCISCO JAVIER
01-02-2011,2011,"MARQUES DE AZEVEDO, ISABELA",INTELIGENCIA EMOCIONAL DOS PROFESSORES DO ENSINO SUPERIOR (INTELIGENCIA EMPOCIONAL EN PROFESORES DE ENSEÑANZA SUPERIOR),CÁCERES,RECHE,MARÍA DEL PILAR
03-02-2011,2011,"RODRIGUEZ DIEGUEZ, JOSE HORACIO",AVANCES EN SINTESIS ORGANICA MEDIANTE CLORURO DE TITANOCENO: NUEVAS REACCIONES DE DESOXIGENACION Y OLEFINACION DE CARBONILOS,FERNÁNDEZ,BARRERO,ALEJANDRO
04-02-2011,2011,"MORENO DOÑA, ALBERTO",PERCEPCIONES DEL PROFESORADO UNIVERSITARIO EN RELACION A LA FUNCION DE TRANSFORMACION SOCIAL DE LA EDUCACION FISICA ESCOLAR. EL CASO DE CHILE,RIVERA,GARCÍA,ENRIQUE
04-02-2011,2011,"LOPEZ GALLEGO, MARIA FELICIDAD",UTILIDAD DE LA PULSIOXIMETRIA FETAL INTRAPARTO EN LAS DECISIONES CLINICAS BASADAS EN CRITERIOS CARDIOTOCOGRAFICOS DE RIESGO DE PERDIDA DEL BIENESTAR FETAL,PUERTAS,PRIETO,ALBERTO MIGUEL
04-02-2011,2011,"CARVAJAL DUQUE, JAIME ALONSO",ACCIDENTES DE TRABAJO EN SANTIAGO DE CHILE,PANIZA,PRADOS,JOSÉ LUIS
04-02-2011,2011,"GARCIA AVILA, MARIA DE LOS ANGELES",EVALUACION NUTRICIONAL DE VITAMINAS B EN ENFERMO CRITICO CON SINDROME INFLAMATORIO DE RESPUESTA SISTEMICA: METABOLISMO DE LA VITAMINA B6,PÉREZ DE LA,CRUZ,ANTONIO JESÚS
04-02-2011,2011,"LOPEZ GALLEGO, MARIA FELICIDAD",UTILIDAD DE LA PULSIOXIMETRIA FETAL INTRAPARTO EN LAS DECISIONES CLINICAS BASADAS EN CRITERIOS CARDIOTOCOGRAFICOS DE RIESGO DE PERDIDA DEL BIENESTAR FETAL,MONTOYA,VENTOSO,FRANCISCO
04-02-2011,2011,"LOPEZ GALLEGO, MARIA FELICIDAD",UTILIDAD DE LA PULSIOXIMETRIA FETAL INTRAPARTO EN LAS DECISIONES CLINICAS BASADAS EN CRITERIOS CARDIOTOCOGRAFICOS DE RIESGO DE PERDIDA DEL BIENESTAR FETAL,SALAMANCA,BALLESTEROS,ALBERTO
04-02-2011,2011,"BONACHERA CANO, FRANCISCO JOSE",LA PLANIFICACION APLICADA A LAS BIBLIOTECAS PUBLICAS DEL ESTADO: BASES PARA EL DISEÑO DE UNA ESTRATEGIA EN ANDALUCIA,FERNÁNDEZ,MOLINA,JUAN CARLOS
04-02-2011,2011,"PERALTA SÁNCHEZ, JUAN MANUEL",LAS BACTERIAS COMO AGENTES MODELADORES DE LAS ESTRATEGIAS VITALES EN AVES,SOLER,CRUZ,JUAN JOSÉ
04-02-2011,2011,"UREÑA GOMEZ-MORENO, JOSE MANUEL",METAPHOR IN SPECIALISED LANGUAGE: AN ENGLISH- SPANISH COMPARATIVE STUDY IN MARINE BIOLOGY,TERCEDOR,SÁNCHEZ,MARÍA ISABEL
04-02-2011,2011,"GARCIA AVILA, MARIA DE LOS ANGELES",EVALUACION NUTRICIONAL DE VITAMINAS B EN ENFERMO CRITICO CON SINDROME INFLAMATORIO DE RESPUESTA SISTEMICA: METABOLISMO DE LA VITAMINA B6,PLANELLS,DEL POZO,ELENA MARÍA
04-02-2011,2011,"UREÑA GOMEZ-MORENO, JOSE MANUEL",METAPHOR IN SPECIALISED LANGUAGE: AN ENGLISH- SPANISH COMPARATIVE STUDY IN MARINE BIOLOGY,FABER,BENÍTEZ,PAMELA BLANCHAR
04-02-2011,2011,"VEGUILLA DEL MORAL, VICTORIA",LA GESTION MAROCAINE DES RESSOURCES HALIEUTIQUES AU SAHARA OCCIDENTAL. SAISIR LA COMPLEXITE A PARTIR D'UN CAS D'ETUDE (DAKHLA),MONTABES,PEREIRA,JUAN
04-02-2011,2011,"PERALTA SÁNCHEZ, JUAN MANUEL",LAS BACTERIAS COMO AGENTES MODELADORES DE LAS ESTRATEGIAS VITALES EN AVES,MARTÍNEZ,BUENO,MANUEL
04-02-2011,2011,"MORENO DOÑA, ALBERTO",PERCEPCIONES DEL PROFESORADO UNIVERSITARIO EN RELACION A LA FUNCION DE TRANSFORMACION SOCIAL DE LA EDUCACION FISICA ESCOLAR. EL CASO DE CHILE,TRIGUEROS,CERVANTES,CARMEN
04-02-2011,2011,"OYEDIRAN, OLUSEGUN ADEKOYEJO",THREE ESSAYS ON PROSOCIAL BEHAVIOR,BRAÑAS,GARZA,PABLO
04-02-2011,2011,"CARVAJAL DUQUE, JAIME ALONSO",ACCIDENTES DE TRABAJO EN SANTIAGO DE CHILE,LATIESA,RODRÍGUEZ,BIENVENIDA MARGARITA
04-02-2011,2011,"OYEDIRAN, OLUSEGUN ADEKOYEJO",THREE ESSAYS ON PROSOCIAL BEHAVIOR,RIVAS,RODRÍGUEZ,MARÍA FERNANDA
08-02-2011,2011,"LOPEZ RUIZ, FRANCISCO FELIPE",GROUP- THEORETICAL QUANTIZATION OF NON- LINEAR SYSTEMS AND DISSIPATIVE SYSTEMS,CALIXTO,MOLINA,MANUEL
09-02-2011,2011,"GONZALEZ GARCIA, JUANA MARIA","LECTURAS Y LECTORES EN LA EDAD DE PLATA (DE LA CORRESPONDENCIA DE LEON SANCHEZ CUESTA, 1925- 1974)",SORIA,OLMEDO,ANDRÉS
10-02-2011,2011,"GARCIA ORTA, ROCIO",ESTUDIO DE LA VÁLVULA MITRAL Y SU VARIABILIDAD MEDIANTE LA ECOGRAFIA TRIDIMENSIONAL PREVIO A LA REPARACIÓN QUIRÚRGICA,BOTELLA,LÓPEZ,MIGUEL CECILIO
10-02-2011,2011,"MUEDEN, RACHID",LAS COLONIAS Y MUNICIPIOS DE LA MAURITANIA TINGITANA,MARÍN,DÍAZ,MARÍA AMALIA
10-02-2011,2011,"MUEDEN, RACHID",LAS COLONIAS Y MUNICIPIOS DE LA MAURITANIA TINGITANA,GONZÁLEZ,ROMÁN,CRISTÓBAL
11-02-2011,2011,"DUQUE CALVACHE, RICARDO",PROCESOS DE GENTRIFICATION EN CASCOS HISTORICOS EN ESPAÑA,SUSINO,ARBUCIAS,JOAQUÍN
11-02-2011,2011,"CASTELLANOS BAENA, MARIA CONCEPCION",MEMORIA DE TRABAJO ESPACIAL Y ATENCIÓN ESPACIAL: ESTUDIO DE SU RELACION,TUDELA,GARMENDIA,PIO
11-02-2011,2011,"SANTOS FIGUEROA, DORA LAURA",ESTADO BUCODENTAL DE UN GRUPO DE PACIENTES PSIQUIATRICOS DEL ESTADO DE OAXACA (MEXICO),CEBALLOS,SALOBREÑA,ALEJANDRO
11-02-2011,2011,"BLANCO ENCOMIENDA, FRANCISCO JAVIER","ASPECTOS SOCIOECONÓMICOS DE LA DISCAPACIDAD, LA DEPENDENCIA Y EL ENVEJECIMIENTO. ESTUDIO ECONOMÉTRICO PARA LA CIUDAD AUTÓNOMA DE CEUTA",HERRERÍAS,PLEGUEZUELO,RAFAEL
11-02-2011,2011,"ALVAREZ DE SOTOMAYOR GRAGERA, MARIA DEL PILAR",SISTEMAS DE ABASTECIMIENTO DE AGUA EN NUCLEOS RURALES. VARIABLES QUE INFLUYEN EN LA CLORACION,ESPIGARES,GARCÍA,MIGUEL
11-02-2011,2011,"ALVAREZ DE SOTOMAYOR GRAGERA, MARIA DEL PILAR",SISTEMAS DE ABASTECIMIENTO DE AGUA EN NUCLEOS RURALES. VARIABLES QUE INFLUYEN EN LA CLORACION,MORENO,ABRIL,OBDULIA
11-02-2011,2011,"SOBERANES GALINDO, MARTHA LILIA",CAMBIOS DE LA AMALGAMA Y ESMALTE DENTAL A ALTAS TEMPERATURAS,VALENZUELA,GARACH,AURORA
11-02-2011,2011,"NAKAGOSHI CEPEDA, SERGIO EDUARDO",EMDOGAIN ESTIMULA LA PRODUCCION DE MARCADORES DE MINERALIZACION Y DE LAS CITOCINAS IL- 12 E IL- 6,VALENZUELA,GARACH,AURORA
11-02-2011,2011,"DUQUE CALVACHE, RICARDO",PROCESOS DE GENTRIFICATION EN CASCOS HISTORICOS EN ESPAÑA,PABLOS,RAMÍREZ,JUAN CARLOS DE
11-02-2011,2011,"CERRONE, FEDERICO",PRODUCCIÓN DE POLIESTERES BIOPOLIMERICOS (PHAS) DESDE ALPEORUJO POR MEDIO DE BACTERIAS FIJADORAS DE NITROGENO,POZO,LLORENTE,CLEMENTINA
11-02-2011,2011,"Ali Amro, Israa",FUSIÓN DE IMÁGENES MULTIESPECTRALES MEDIANTE MÉTODOS MULTIESCALA Y SUPER-RESOLUCIÓN,MATEOS,DELGADO,JAVIER
11-02-2011,2011,"BLANCO ENCOMIENDA, FRANCISCO JAVIER","ASPECTOS SOCIOECONÓMICOS DE LA DISCAPACIDAD, LA DEPENDENCIA Y EL ENVEJECIMIENTO. ESTUDIO ECONOMÉTRICO PARA LA CIUDAD AUTÓNOMA DE CEUTA",CALLEJÓN,CÉSPEDES,JOSÉ
11-02-2011,2011,"CERRONE, FEDERICO",PRODUCCIÓN DE POLIESTERES BIOPOLIMERICOS (PHAS) DESDE ALPEORUJO POR MEDIO DE BACTERIAS FIJADORAS DE NITROGENO,GONZÁLEZ,LÓPEZ,JESÚS JUAN
14-02-2011,2011,"GOMEZ COLLADO, MARTHA ESTHELA",LA TUTORIA ACADEMICA EN LA FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DE LA UAEM DESDE LA PERSPECTIVA DE LA EDUCACION PARA LA PAZ,SANZ,ORO,RAFAEL
14-02-2011,2011,"GOMEZ COLLADO, MARTHA ESTHELA",LA TUTORIA ACADEMICA EN LA FACULTAD DE CIENCIAS POLITICAS Y SOCIALES DE LA UAEM DESDE LA PERSPECTIVA DE LA EDUCACION PARA LA PAZ,JIMÉNEZ,BAUTISTA,FRANCISCO
14-02-2011,2011,"CASTILLO RIVERA, ANA MARIA",RUPTURA DE LA PARED LIBRE VENTRICULAR Y DEL SEPTO INTERVENTRICULAR COMO COMPLICACIONES DEL INFARTO AGUDO DE MIOCARDIO EN LA POBLACIÓN ESPAÑOLA: PRONÓSTICO Y FACTORES PREDICTORES DE SU DESARROLLO,RUCABADO,AGUILAR,LUIS
17-02-2011,2011,"SALIDO OLIVARES, MARIA ROSA",PERCEPCIONES DEL PROFESORADO DE EDUCACIÓN MUSICAL SOBRE EL ALUMNADO HIPOACUSICO DE LOS COLEGIOS DE EDUCACIÓN INFANTIL Y PRIMARIA,ORTIZ,MOLINA,MARÍA ANGUSTIAS
17-02-2011,2011,"MOYANO PACHECO, MANUEL",FACTORES PSICOSOCIALES CONTRIBUYENTES A LA RADICALIZACION ISLAMISTA DE JOVENES EN ESPAÑA. CONSTRUCCION DE UN INSTRUMENTO DE EVALUACION,TRUJILLO,MENDOZA,HUMBERTO MANUEL
18-02-2011,2011,"MARTINEZ VALERO, MARIA DEL CARMEN",PSICO-ONCOLOGIA E INDEFENSION APRENDIDA: ESTUDIO CLINICO,FERNÁNDEZ-SANTAELLA,SANTIAGO,CARMEN
18-02-2011,2011,"VALENZUELA RUIZ, SILVIA MARIA",ESTIMACION DE SEÑALES EN SISTEMAS ESTOCASTICOS NO LINEALES,HERMOSO,CARAZO,AURORA
18-02-2011,2011,"CASTRO GORDILLO, WALTER FERNANDO",EVALUACIÓN Y DESARROLLO DE COMPETENCIAS DE ANÁLISIS DIDÁCTICO DE TAREAS SOBRE RAZONAMIENTO ALGEBRÁICO ELEMENTAL EN FUTUROS PROFESORES,DÍAZ,GODINO,JUAN
18-02-2011,2011,"VALENZUELA RUIZ, SILVIA MARIA",ESTIMACION DE SEÑALES EN SISTEMAS ESTOCASTICOS NO LINEALES,LINARES,PÉREZ,JOSEFA
18-02-2011,2011,"ROMERO GAMEZ, MERCEDES","EVALUACION MICROCLIMATICA, AGRONOMICA Y AMBIENTAL DE UN CULTIVO BAJO MALLA. CARACTERIZACION RADIATIVA EN MALLAS",GARCÍA,CAMPAÑA,ANA MARÍA
18-02-2011,2011,"MARTINEZ VALERO, MARIA DEL CARMEN",PSICO-ONCOLOGIA E INDEFENSION APRENDIDA: ESTUDIO CLINICO,MALDONADO,LÓPEZ,ANTONIO
21-02-2011,2011,"CONTRERAS DELGADILLO, PEDRO",EL INDIGENISMO EN MEXICO DURANTE LA PRESIDENCIA DE VICENTE FOX QUESADA (2000-2006). ANALISIS DE LOS EDITORIALES Y DE LOS ARTICULOS DE OPINION PUBLICADOS POR LA JORNADA Y EL UNIVERSAL,GRANADOS,MARTÍNEZ,ANTOLÍN
22-02-2011,2011,"MATA ESPINOSA, AIDEE PAULINA DE LA",APLICABILIDAD DE LA CROMATOGRAFIA LIQUIDA Y ESPECTOMETRIA VIBRACIONAL PARA DESARROLLAR MODELOS MULTIVARIANTES PARA LA DETECCION Y CUANTIFICACION DE ACEITE DE OLIVA EN MEZCLAS DE ACEITES VEGETALES,BOSQUE,SENDRA,JUAN MANUEL
22-02-2011,2011,"MATA ESPINOSA, AIDEE PAULINA DE LA",APLICABILIDAD DE LA CROMATOGRAFIA LIQUIDA Y ESPECTOMETRIA VIBRACIONAL PARA DESARROLLAR MODELOS MULTIVARIANTES PARA LA DETECCION Y CUANTIFICACION DE ACEITE DE OLIVA EN MEZCLAS DE ACEITES VEGETALES,CUADROS,RODRÍGUEZ,LUIS
22-02-2011,2011,"GOMEZ GUZMAN, MANUEL GERARDO",EFECTOS DE LOS POLIFENOLES DEL VINO TINTO SOBRE LA DISFUNCION ENDOTELIAL HIPERTENSIVA,DUARTE,PÉREZ,JUAN MANUEL
22-02-2011,2011,"GOMEZ GUZMAN, MANUEL GERARDO",EFECTOS DE LOS POLIFENOLES DEL VINO TINTO SOBRE LA DISFUNCION ENDOTELIAL HIPERTENSIVA,JIMÉNEZ,MOLEÓN,ROSARIO
23-02-2011,2011,"PEREZ SANCHEZ, LUIS JAVIER",ESTUDIO DE ALGUNOS MECANISMOS DE DEFENSA ANTIOXIDANTE Y PROCESOS DE PEROXIDACION LIPIDICA EN SITUACION DE ANEMIA FERROPENICA Y EN SU RECUPERACION CON DIETAS BASADAS EN LECHE DE VACA O CABRA,SÁNCHEZ,CAMPOS,MARGARITA
23-02-2011,2011,"DI STASI, LEANDRO LUIGI",CARGA MENTAL EN HMI (INTERACCIÓN HOMBRE-MÁQUINA) APROXIMACIÓN A UNA METODOLOGÍA MULTIMODAL DE MEDICIÓN ON-LINE DE LA CARGA MENTAL EN EL ÁMBITO DE LA CONDUCCIÓN VIAL,CATENA,MARTÍNEZ,ANDRÉS
