Rama,Rank ,Nombre ,Citas ,h-index ,Perfil,Grupo
Ingeniería y Tecnología  ,1, FRANCISCO HERRERA TRIGUERO,35502,98,http://scholar.google.es/citations?user=HULIk-QAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,2, ENRIQUE HERRERA VIEDMA,14814,58,http://scholar.google.es/citations?user=g8ZXTuYAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,3, JOSE LUIS VERDEGAY GALDEANO,9337,42,http://scholar.google.es/citations?user=7AjYKlcAAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,4, OSCAR CORDON GARCIA,8785,45,http://scholar.google.com/citations?user=oUmv8xgAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,5, MARIA AMPARO VILA MIRANDA,5879,39,http://scholar.google.com/citations?user=y52L6KMAAAAJ&hl=es,TIC174
Ingeniería y Tecnología  ,6, MANUEL LOZANO MARQUEZ,4747,25,http://scholar.google.com/citations?user=9jzFa4gAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,7, JUAN JULIAN MERELO GUERVOS,4495,24,http://scholar.google.es/citations?user=gFxqc64AAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,8, SALVADOR GARCIA LOPEZ,4370,28,http://scholar.google.com/citations?user=vIC06a0AAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,9, JUAN LUIS CASTRO PEÑA,3998,31,http://scholar.google.es/citations?user=TXaOLpsAAAAJ&hl=es,TIC210
Ingeniería y Tecnología  ,10, SERAFIN MORAL CALLEJON,3906,34,http://scholar.google.es/citations?user=d1Tz-gcAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,11, LUIS MIGUEL DE CAMPOS IBAÑEZ,3565,34,http://scholar.google.es/citations?user=YkBiiO4AAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,12, ALBERTO PRIETO ESPINOSA,3486,30,http://scholar.google.es/citations?user=qgV-u4sAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,13, RAFAEL MOLINA SORIANO,3182,28,http://scholar.google.es/citations?user=u6K_sU8AAAAJ&hl=es,TIC116
Ingeniería y Tecnología  ,14, FRANCISCO J GAMIZ PEREZ,3098,30,http://scholar.google.es/citations?user=o4_WgNMAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,15, CHRIS CORNELIS,3060,20,http://scholar.google.es/citations?user=ln46HlkAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,16, JOSE AGUSTIN GARRIDO ALCAZAR,3034,30,http://scholar.google.es/citations?user=tINf2QAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,17, JAVIER RAMIREZ PEREZ DE INESTROSA,2975,28,http://scholar.google.es/citations?user=7XJ9tIUAAAAJ&hl=es,TIC218
Ingeniería y Tecnología  ,18, JUAN RAMON GONZALEZ GONZÁLEZ,2935,27,http://scholar.google.es/citations?user=I5KtDvMAAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,19, JORGE CASILLAS BARRANQUERO,2517,24,http://scholar.google.es/citations?user=neU56WYAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,20, IGNACIO ROJAS RUIZ,2514,26,http://scholar.google.es/citations?user=o6uOKG0AAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,21, JULIO ORTEGA LOPERA,2378,24,http://scholar.google.es/citations?user=h6Cc4nEAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,22, ANTONIO GONZALEZ MUÑOZ,2359,22,http://scholar.google.es/citations?user=m10MHw0AAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,23, JOSE CARLOS SEGURA LUNA,2303,22,http://scholar.google.es/citations?user=X2IL7z4AAAAJ&hl=es,TIC123
Ingeniería y Tecnología  ,24, JUAN MANUEL GORRIZ SAEZ,2137,25,http://scholar.google.es/citations?user=mUYxjZoAAAAJ&hl=es,TIC218
Ingeniería y Tecnología  ,25, EDUARDO ROS VIDAL,1997,15,http://scholar.google.es/citations?user=lyL3mVoAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,26, RAFAEL ALCALA FERNÁNDEZ,1765,21,http://scholar.google.es/citations?user=XZAvcZAAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,27, JESUS ALCALA FERNANDEZ,1574,16,http://scholar.google.es/citations?user=nD0L_j0AAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,28, JESUS GONZALEZ PEÑALVER,1427,20,http://scholar.google.es/citations?user=iE3Tg5AAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,29, JAVIER MATEOS DELGADO,1381,18,http://scholar.google.es/citations?user=2YcXCrEAAAAJ&hl=es,TIC116
Ingeniería y Tecnología  ,30, JUAN FRANCISCO HUETE GUADIX,1377,20,http://scholar.google.es/citations?user=4nr42LMAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,31, DAVID ALEJANDRO PELTA MOCHCOVSKY,1375,18,http://scholar.google.es/citations?user=wrFCypcAAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,32, JUAN CARLOS CUBERO TALAVERA,1344,19,http://scholar.google.es/citations?user=QhbBCp4AAAAJ&hl=es,TIC174
Ingeniería y Tecnología  ,33, PEDRO ANGEL CASTILLO VALDIVIESO,1304,17,http://scholar.google.es/citations?user=z91L34wAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,34, JUAN B. ROLDAN ARANDA,1261,20,http://scholar.google.es/citations?user=Yn-1xXgAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,35, BLANCA BIEL RUIZ,1222,11,http://scholar.google.es/citations?user=hsmFFWMAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,36, MARIA JOSE MARTIN BAUTISTA,1161,19,http://scholar.google.es/citations?user=zvP-X6oAAAAJ&hl=es,TIC174
Ingeniería y Tecnología  ,37, LUCA DONETTI,1153,12,http://scholar.google.es/citations?user=DPKXAGQAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,38, ANTONIO MIGUEL PEINADO HERREROS,1149,16,http://scholar.google.es/citations?user=fV1Z9LkAAAAJ&hl=es,TIC234
Ingeniería y Tecnología  ,39, ANTONIO GABRIEL LOPEZ HERRERA,1072,17,http://scholar.google.es/citations?user=3zoQAYkAAAAJ&hl=es,TIC207
Ingeniería y Tecnología  ,40, JUAN MANUEL FERNANDEZ LUNA,1033,17,http://scholar.google.es/citations?user=uY8EW64AAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,41, JOSE MANUEL BENITEZ SANCHEZ,1031,14,https://scholar.google.es/citations?user=1iSTbIkAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,42, CLEMENTE IRIGARAY FERNANDEZ,1009,16,http://scholar.google.es/citations?user=5_DicH8AAAAJ&hl=es,RNM121
Ingeniería y Tecnología  ,43, ALBERTO JOSE PALMA LOPEZ,994,16,http://scholar.google.es/citations?user=J4jKMjsAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,44, MARIA TERESA LAMATA JIMENEZ,981,16,http://scholar.google.es/citations?user=nWKC5LQAAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,45, MARIA CORAL DEL VAL MUÑOZ,964,14,http://scholar.google.es/citations?user=xUFrBUAAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,46, ANTONIO JAVIER DIAZ ALONSO,961,15,http://scholar.google.es/citations?user=cSEXihIAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,47, RAUL BAÑOS NAVARRO,953,15,http://scholar.google.es/citations?user=E2s4wLMAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,48, FRANCISCO GABRIEL RAUL PEREZ RODRIGUEZ,950,11,http://scholar.google.es/citations?user=xoEZToMAAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,49, IGNACIO ALVAREZ ILLAN,916,18,http://scholar.google.es/citations?user=w5SA92AAAAAJ&hl=es,TIC218
Ingeniería y Tecnología  ,50, GUSTAVO ROMERO LOPEZ,891,13,http://scholar.google.es/citations?user=FQEYo6MAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,51, ANTONIO GARCIA RIOS,845,15,http://scholar.google.es/citations?user=siNd6FEAAAAJ&hl=es,TIC127
Ingeniería y Tecnología  ,52, ANDRES GODOY MEDINA,843,14,https://scholar.google.es/citations?user=3gaaEjIAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,53, FERNANDO BERZAL GALIANO,753,13,http://scholar.google.es/citations?user=RbaQAtoAAAAJ&hl=es,TIC174
Ingeniería y Tecnología  ,54, MARIA ISABEL GARCIA ARENAS,748,12,http://scholar.google.com/citations?user=2qwRefMAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,55, JUAN CARLOS TORRES CANTERO,737,14,http://scholar.google.es/citations?user=1K_3wKsAAAAJ&hl=es,TIC167
Ingeniería y Tecnología  ,56, LUIS CASTILLO VIDAL,719,13,http://scholar.google.es/citations?user=FJ6klX8AAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,57, JORGE NAVARRO ORTIZ,714,7,http://scholar.google.es/citations?user=dxMNgNwAAAAJ&hl=es,TIC235
Ingeniería y Tecnología  ,58, JOSE SAMOS JIMENEZ,702,13,http://scholar.google.es/citations?user=ZP5iTU8AAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,59, ANDRES CANO UTRERA,690,13,http://scholar.google.es/citations?user=D-cJUt4AAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,60, GUILLERMO RUS CARLBORG,682,13,http://scholar.google.es/citations?user=oEj59tAAAAAJ&hl=es,TEP167
Ingeniería y Tecnología  ,61, ANTONIO FRANCISCO DIAZ GARCIA,675,12,http://scholar.google.es/citations?user=HmKY-osAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,62, RACHID EL HAMDOUNI JENOUI,664,12,https://scholar.google.es/citations?user=MoKfi6UAAAAJ&hl=es,RNM121
Ingeniería y Tecnología  ,63, JOAQUIN ABELLAN MULERO,661,15,http://scholar.google.es/citations?user=nJwbWrIAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,64, ANTONIO MIGUEL MORA GARCIA,631,13,http://scholar.google.es/citations?user=vKpKwTkAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,65, JUAN GOMEZ ROMERO,626,14,http://scholar.google.es/citations?user=ArBcuT4AAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,66, GABRIEL MACIA FERNANDEZ,625,9,https://scholar.google.es/citations?user=IhNRfoAAAAAJ&hl=es,TIC233
Ingeniería y Tecnología  ,67, JOSE LUIS BERNIER VILLAMOR,616,13,http://scholar.google.es/citations?user=nQSYWnIAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,68, ANA MARIA SANCHEZ LOPEZ,593,7,http://scholar.google.es/citations?user=f7cybHUAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,69, PABLO AMEIGEIRAS GUTIERREZ,565,12,http://scholar.google.es/citations?user=va2UjtYAAAAJ&hl=es&oi=ao,TIC235
Ingeniería y Tecnología  ,70, JUAN LUIS JIMENEZ LAREDO,517,14,http://scholar.google.es/citations?user=lqrz4PEAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,71, JUAN FERNANDEZ OLIVARES,516,12,http://scholar.google.es/citations?user=upEKpU8AAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,72, MIGUEL VEGA LOPEZ,485,10,http://scholar.google.es/citations?user=CwHybBgAAAAJ&hl=es,TIC116
Ingeniería y Tecnología  ,73, PABLO PADILLA DE LA TORRE,483,11,http://scholar.google.es/citations?user=jXuB3wAAAAJ&hl=es,TIC218
Ingeniería y Tecnología  ,74, EUGENIO AGUIRRE MOLINA,467,10,http://scholar.google.es/citations?user=ovk97WIAAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,75, VICTORIA EUGENIA SANCHEZ CALLE,464,12,http://scholar.google.es/citations?user=4sLKIjcAAAAJ&hl=es,TIC234
Ingeniería y Tecnología  ,76, JESUS BANQUERI OZAEZ,461,12,http://scholar.google.es/citations?user=UQVTKCUAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,77, ANTONIO CAÑAS VARGAS,442,12,http://scholar.google.es/citations?user=ATboz0EAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,78, FERNANDO ROJAS RUIZ,435,10,https://scholar.google.es/citations?user=aV8FC0AAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,79, JOSE LUIS PEREZ CORDOBA,395,7,http://scholar.google.es/citations?user=luAyGXoAAAAJ&hl=es,TIC234
Ingeniería y Tecnología  ,80, JOSE CAMACHO PAEZ,380,9,http://scholar.google.es/citations?user=wYlNmQ8AAAAJ&hl=es,BIO110
Ingeniería y Tecnología  ,81, MIGUEL GEA MEGIAS,378,9,http://scholar.google.es/citations?user=QMinbB8AAAAJ&hl=es,TIC002
Ingeniería y Tecnología  ,82, IGNACIO JOSE BLANCO MEDINA,377,11,http://scholar.google.es/citations?user=-ijGlA0AAAAJ&hl=es,TIC174
Ingeniería y Tecnología  ,83, MANUEL NOGUERA GARCIA,365,9,http://scholar.google.es/citations?user=I7Sp8a4AAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,84, FRANCISCO JAVIER CALVO POYO,363,11,http://scholar.google.es/citations?user=NCD1zisAAAAJ&hl=es,TEP246
Ingeniería y Tecnología  ,85, FRANCISCO JAVIER GARCIA RUIZ,354,10,http://scholar.google.es/citations?user=ZTTh-hkAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,86, MANUEL GOMEZ OLMEDO,346,11,http://scholar.google.es/citations?user=hV2lsxsAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,87, FRANCISCO JIMENEZ MOLINOS,336,8,http://scholar.google.es/citations?user=0GcuE-wAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,88, CARLOS ALBERTO CRUZ CORONA,321,8,http://scholar.google.es/citations?user=7HM7-E8AAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,89, LUIS PARRILLA ROURE,309,9,http://scholar.google.es/citations?user=I1s5Z_EAAAAJ&hl=es,TIC127
Ingeniería y Tecnología  ,90, SAMUEL FRANCISCO ROMERO GARCIA,303,9,http://scholar.google.es/citations?user=75jhBGQAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,91, MIGUEL ANGEL CARVAJAL RODRIGUEZ,300,10,http://scholar.google.es/citations?user=HtbFqg8AAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,92, ISAAC TRIGUERO VELAZQUEZ,297,7,http://scholar.google.es/citations?user=KogUP4YAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,92, JUAN DE OÑA LOPEZ,297,10,http://scholar.google.es/citations?user=bAWUeawAAAAJ&hl=es,TEP246
Ingeniería y Tecnología  ,94, ANGEL MANUEL GOMEZ GARCIA,283,10,http://scholar.google.es/citations?user=CpnrvVcAAAAJ&hl=es,TIC234
Ingeniería y Tecnología  ,95, WALDO FAJARDO CONTRERAS,280,7,http://scholar.google.es/citations?user=IC96hFUAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,96, PATRICIA PADEREWSKI RODRIGUEZ,277,7,http://scholar.google.es/citations?user=uHFJJQIAAAAJ&hl=es,TIC164
Ingeniería y Tecnología  ,97, CARLOS SAMPEDRO MATARIN,274,9,http://scholar.google.es/citations?user=vSp0au8AAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,98, MARIA VISITACION HURTADO TORRES,254,9,http://scholar.google.es/citations?user=V3tnt88AAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,99, CARLOS CANO GUTIERREZ,245,8,http://scholar.google.es/citations?user=r8GiY20AAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,99, VICTORIA LOPEZ MORALES,245,8,http://scholar.google.es/citations?user=UWvZ_z4AAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,101, MIGUEL DAMAS HERMOSO,238,9,http://scholar.google.es/citations?user=Ix-szf4AAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,102, CARLOS UREÑA ALMAGRO,236,6,http://scholar.google.es/citations?user=ArpV9WsAAAAJ&hl=es,TIC236
Ingeniería y Tecnología  ,103, CARLOS JAVIER MANTAS RUIZ,227,10,http://scholar.google.es/citations?user=LAb8AsgAAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,104, ENCARNACION CASTILLO MORALES,219,8,http://scholar.google.es/citations?user=ACFqd84AAAAJ&hl=es,TIC127
Ingeniería y Tecnología  ,105, MANUEL PEGALAJAR CUELLAR,215,8,http://scholar.google.es/citations?user=GN4K2gkAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,106, ANDRES RAMON MASEGOSA ARREDONDO,207,8,http://scholar.google.es/citations?user=J1zoY7AAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,107, FRANCISCO CHARTE OJEDA,204,6,http://scholar.google.es/citations?user=i8l_80EAAAAJ&hl=es,TIC207
Ingeniería y Tecnología  ,108, DAVIDE NOTTI,197,6,https://scholar.google.es/citations?user=sfAblX8AAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,109, JESUS ALBERTO GARRIDO ALCAZAR,191,8,http://scholar.google.es/citations?user=pgh3GRcAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,110, MIGUEL ORTEGA SANCHEZ,188,7,http://scholar.google.es/citations?user=k8Xz-pgAAAAJ&hl=es,TEP209
Ingeniería y Tecnología  ,111, MARCELINO JOSE CABRERA CUEVAS,186,7,http://scholar.google.es/citations?user=COokymoAAAAJ&hl=es,TIC236
Ingeniería y Tecnología  ,112, ANTONIO MARTINEZ OLMOS,185,9,http://scholar.google.es/citations?user=R9_aTHcAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,113, PABLO GARCIA SANCHEZ,183,8,http://scholar.google.es/citations?user=DfTj5b8AAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,114, MIGUEL LASTRA LEIDINGER,180,5,http://scholar.google.es/citations?user=v7rw8zcAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,115, OSCAR IBAÑEZ PANIZO,173,8,http://scholar.google.es/citations?user=v3VmgekAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,116, FRANCISCO JAVIER HERRERO LANTARON,172,7,http://scholar.google.es/citations?user=F113PrYAAAAJ&hl=es,TEP209
Ingeniería y Tecnología  ,117, ARTURO GONZALEZ FERRER,166,8,http://scholar.google.es/citations?user=XLJB_pwAAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,118, JOSE ANTONIO SAEZ MUÑOZ,159,6,http://scholar.google.es/citations?user=OGgAa0YAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,119, ROCIO CELESTE ROMERO ZALIZ,156,7,http://scholar.google.es/citations?user=gmG-I2AAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,120, CHRISTOPH BERGMEIR,153,7,http://scholar.google.es/citations?user=_UG_SgUAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,121, DIEGO PEDRO MORALES SANTOS,144,7,http://scholar.google.es/citations?user=lxhBxuYAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,122, JORGE REVELLES MORENO,142,4,http://scholar.google.es/citations?user=HBca794AAAAJ&hl=es,TIC236
Ingeniería y Tecnología  ,123, FRANCISCO BARRANCO EXPOSITO,136,7,http://scholar.google.es/citations?user=kvipcPUAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,124, GERMAN MARTINEZ MONTES,131,7,http://scholar.google.es/citations?user=Wub9oFEAAAAJ&hl=es,TEP001
Ingeniería y Tecnología  ,125, OVIDIO RABAZA CASTILLO,125,4,http://scholar.google.es/citations?user=5x0-lKYAAAAJ&hl=es,RNM913
Ingeniería y Tecnología  ,126, KAWTAR BENGHAZI AKHLAKI,123,6,http://scholar.google.es/citations?user=jobOUSsAAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,126, NICETO RAFAEL LUQUE SOLA,123,5,http://scholar.google.es/citations?user=Rsr9CQYAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,128, MIGUEL JUAN HORNOS BARRANCO,117,6,http://scholar.google.es/citations?user=ws5a8JwAAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,129, GABRIEL NAVARRO GARULO,112,8,http://scholar.google.es/citations?user=XcePyDEAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,130, JUAN JOSE RAMOS MUÑOZ,108,5,http://scholar.google.es/citations?user=LwA7hukAAAAJ&hl=es,TIC235
Ingeniería y Tecnología  ,130, MANUEL DIEZ MINGUITO,108,6,https://scholar.google.es/citations?user=CkRmVVQAAAAJ&hl=es,TEP209
Ingeniería y Tecnología  ,132, ANTONIO DAVID MASEGOSA ARREDONDO,104,6,http://scholar.google.es/citations?user=xNqilwoAAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,132, FRANCISCO JAVIER RODRIGUEZ DIAZ,104,6,http://scholar.google.es/citations?user=fgUQpEQAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,134, JORGE DAVID JIMENEZ PERALVAREZ,102,6,http://scholar.google.es/citations?user=qZhQdGcAAAAJ&hl=es,RNM121
Ingeniería y Tecnología  ,135, IGNACIO JOSE GARCIA DEL AMO,93,7,http://scholar.google.es/citations?user=ziTHEUUAAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,136, ISRAA AMRO,88,4,http://scholar.google.es/citations?user=nYHud4AAAAJ&hl=es,TIC116
Ingeniería y Tecnología  ,137, SALVADOR VILLENA MORALES,87,5,https://scholar.google.es/citations?user=40qaabMAAAAJ&hl=es,TIC116
Ingeniería y Tecnología  ,138, ANTONIO ESPIN ESTRELLA,86,5,http://scholar.google.es/citations?user=GOdbvE4AAAAJ&hl=es,RNM913
Ingeniería y Tecnología  ,138, ROCIO DE OÑA LOPEZ,86,5,http://scholar.google.es/citations?user=3unMuogAAAAJ&hl=es,TEP246
Ingeniería y Tecnología  ,140, MANUEL ISIDORO CAPEL TUÑON,83,5,http://scholar.google.es/citations?user=bXoIwjwAAAAJ&hl=es,TIC157
Ingeniería y Tecnología  ,141, MARIA DOLORES RUIZ JIMENEZ,75,5,http://scholar.google.es/citations?user=lmG1kRcAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,142, CARLOS RODRIGUEZ DOMINGUEZ,69,5,http://scholar.google.es/citations?user=jRDjfmUAAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,143, IGNACIO VALVERDE ESPINOSA,67,3,https://scholar.google.es/citations?user=KrJJsZsAAAAJ&hl=es,TEP942
Ingeniería y Tecnología  ,144, JULIAN GARRIDO SÁNCHEZ,65,4,http://scholar.google.es/citations?user=rKHHaRoAAAAJ&hl=es,TIC114
Ingeniería y Tecnología  ,145, PAZ FERNANDEZ OLIVERAS,63,3,http://scholar.google.es/citations?user=HFwsHOgAAAAJ&hl=es,RNM121
Ingeniería y Tecnología  ,146, ANDRES MARIA ROLDAN ARANDA,61,3,http://scholar.google.es/citations?user=b35Ro0EAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,147, MARIA MARTIN MORALES,57,3,https://scholar.google.es/citations?user=NinUMKUAAAAJ&hl=es,RNM197
Ingeniería y Tecnología  ,148, FERNANDO DELGADO RAMOS,55,5,http://scholar.google.es/citations?user=cWUvQuAAAAAJ&hl=es,RNM270
Ingeniería y Tecnología  ,148, MIGUEL JOSE MOLINA SOLANA,55,5,http://scholar.google.es/citations?user=uDGvUU0AAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,148, PEDRO CANO OLIVARES,55,5,http://scholar.google.es/citations?user=tg79vAIAAAAJ&hl=es,TIC167
Ingeniería y Tecnología  ,151, FRANCISCO JAVIER MELERO RUS,54,5,http://scholar.google.es/citations?user=xiyfXWoAAAAJ&hl=es,TIC236
Ingeniería y Tecnología  ,151, NURIA LOPEZ RUIZ,54,5,http://scholar.google.es/citations?user=jtpxtzoAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,153, FRANCISCO VELASCO ANGUITA,51,4,https://scholar.google.es/citations?user=knPaWeoAAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,153, TOMAS RUIZ LOPEZ,51,4,http://scholar.google.es/citations?user=LctnJ4AAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,155, ALMUDENA RIVADENEYRA TORRES,49,4,http://scholar.google.es/citations?user=LlGUiMAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,156, JOSE ENRIQUE PONS FRIAS,48,4,http://scholar.google.es/citations?user=ohxCjoAAAAJ&hl=es,TIC174
Ingeniería y Tecnología  ,157, FRANCISCO JESUS MARTINEZ MURCIA,47,3,https://scholar.google.es/citations?user=mf8unzQAAAAJ&hl=es,TIC218
Ingeniería y Tecnología  ,158, JOSE FERNANDEZ SALMERON,46,4,http://scholar.google.es/citations?user=zOZn80AAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,159, ANTONIO JAVIER FERNANDEZ ARES,43,4,http://scholar.google.es/citations?user=SLGviEAAAAJ&hl=es,TIC024
Ingeniería y Tecnología  ,160, ANTONIO MANUEL PEÑA GARCIA,42,4,http://scholar.google.es/citations?user=CrXR3dEAAAAJ&hl=es,RNM913
Ingeniería y Tecnología  ,160, DANIEL PERALTA CAMARA,42,2,http://scholar.google.es/citations?user=PhxoGUIAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,162, IGNACIO VALVERDE PALACIOS,40,3,http://scholar.google.es/citations?user=BWObrKwAAAAJ&hl=es,TEP942
Ingeniería y Tecnología  ,162, MARIA BERMUDEZ EDO,40,4,http://scholar.google.es/citations?user=7xczPKEAAAAJ&hl=es,TIC230
Ingeniería y Tecnología  ,164, ALEJANDRO DAVID MOREO FERNANDEZ,39,4,http://scholar.google.es/citations?user=4RIy5E4AAAAJ&hl=es,TIC210
Ingeniería y Tecnología  ,165, ENRIQUE JAIME FERNANDEZ SÁNCHEZ,38,4,http://scholar.google.es/citations?user=M9ZLvyMAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,165, ENRIQUE JOSE LEYVA MIRANDA,38,4,http://scholar.google.es/citations?user=TY26_xcAAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,165, RAFAEL ALEJANDRO RODRIGUEZ GOMEZ,38,3,http://scholar.google.es/citations?user=kdi4OQAAAAJ&hl=es,TIC233
Ingeniería y Tecnología  ,168, CARLOS NAVARRO MORAL,36,4,https://scholar.google.es/citations?user=nlJUj2QAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,169, MARIA DOLORES MARTINEZ AIRES,35,1,http://scholar.google.es/citations?user=LGgrZV0AAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,169, PABLO VILLACORTA IGLESIAS,35,4,http://scholar.google.es/citations?user=cI4pEY4AAAAJ&hl=es,TIC169
Ingeniería y Tecnología  ,171, SERGIO RAMIREZ GALLEGO,32,1,http://scholar.google.es/citations?user=cEkfaW4AAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,172, CORA BEATRIZ PEREZ ARIZA,30,4,http://scholar.google.es/citations?user=OVbewEAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,172, PABLO RUIZ MATARAN,30,3,http://scholar.google.es/citations?user=lWjbBZEAAAAJ&hl=es,TIC116
Ingeniería y Tecnología  ,174, NIEVES ABALOS SERRANO,28,3,http://scholar.google.es/citations?user=LSO_sZIAAAAJ&hl=es,TIC018
Ingeniería y Tecnología  ,175, SARA DEL RIO GARCIA,26,4,http://scholar.google.es/citations?user=-OVJOx8AAAAJ&hl=es,TIC186
