del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 0 , , , , , 
SEGUNDO , 0 , 0 , , , , 
TERCERO , 0 , 0 , 1 , , , 
CUARTO , 0 , 0 , 0 , 0 , , 
QUINTO , 0 , 0 , 0 , 0 , 0 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
