del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1 , , , , , 
SEGUNDO , 0 , 1 , , , , 
TERCERO , 1 , 5 , 2 , , , 
CUARTO , 0 , 0 , 0 , 0 , , 
QUINTO , 0 , 0 , 0 , 0 , 0 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
