LUGAR DE RESIDENCIA , VARONES , MUJERES , TOTALES 
ALMERIA , 4 , 0 , 4 
BARCELONA , 1 , 1 , 2 
GRANADA , 2 , 0 , 2 
JAEN , 1 , 0 , 1 
