del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 311 , , , , , 
SEGUNDO , 1 , 6 , , , , 
TERCERO , 4 , 9 , 29 , , , 
CUARTO , 1 , 4 , 11 , 16 , , 
QUINTO , 0 , 7 , 16 , 34 , 23 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
