del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 8 , , , , , 
SEGUNDO , 0 , 12 , , , , 
TERCERO , 4 , 14 , 27 , , , 
CUARTO , 1 , 7 , 16 , 24 , , 
QUINTO , 0 , 13 , 35 , 57 , 40 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
