del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 2 , , , , , 
SEGUNDO , 0 , 12 , , , , 
TERCERO , 3 , 8 , 15 , , , 
CUARTO , 0 , 5 , 11 , 12 , , 
QUINTO , 0 , 7 , 23 , 33 , 25 , 
SEXTO , 0 , 0 , 0 , 0 , 0 , 0 
