del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1445 , , , , , 
SEGUNDO , 2758 , 791 , , , , 
TERCERO , 3267 , 4257 , 1473 , , , 
CUARTO , 1303 , 1429 , 2235 , 870 , , 
QUINTO , 1504 , 1508 , 2612 , 3771 , 1247 , 
SEXTO , 4 , 34 , 36 , 53 , 58 , 26 
