del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 687 , , , , , 
SEGUNDO , 1295 , 342 , , , , 
TERCERO , 1579 , 2184 , 652 , , , 
CUARTO , 609 , 663 , 964 , 380 , , 
QUINTO , 615 , 669 , 1138 , 1720 , 611 , 
SEXTO , 3 , 14 , 18 , 28 , 30 , 9 
