CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1408 , , , , , 
SEGUNDO , 3329 , 908 , , , , 
TERCERO , 2813 , 4163 , 2122 , , , 
CUARTO , 657 , 917 , 1761 , 974 , , 
QUINTO , 312 , 797 , 2055 , 3695 , 1632 , 
SEXTO , 3 , 31 , 34 , 54 , 80 , 19 
