del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 708 , , , , , 
SEGUNDO , 1430 , 383 , , , , 
TERCERO , 1311 , 2107 , 993 , , , 
CUARTO , 214 , 369 , 671 , 427 , , 
QUINTO , 139 , 414 , 944 , 1780 , 886 , 
SEXTO , 2 , 13 , 17 , 32 , 44 , 10 
