del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 700 , , , , , 
SEGUNDO , 1899 , 525 , , , , 
TERCERO , 1502 , 2056 , 1129 , , , 
CUARTO , 443 , 548 , 1090 , 547 , , 
QUINTO , 173 , 383 , 1111 , 1915 , 746 , 
SEXTO , 1 , 18 , 17 , 22 , 36 , 9 
