del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 10877 , , , , , 
SEGUNDO , 10783 , 3048 , , , , 
TERCERO , 7014 , 10150 , 4365 , , , 
CUARTO , 1641 , 2602 , 5138 , 2472 , , 
QUINTO , 562 , 1701 , 4057 , 6871 , 2553 , 
SEXTO , 8 , 43 , 50 , 74 , 140 , 144 
