del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 4679 , , , , , 
SEGUNDO , 4523 , 1226 , , , , 
TERCERO , 2938 , 4646 , 1825 , , , 
CUARTO , 566 , 1098 , 2084 , 981 , , 
QUINTO , 256 , 836 , 1896 , 3240 , 1270 , 
SEXTO , 4 , 17 , 21 , 38 , 68 , 56 
