CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 12181 , , , , , 
SEGUNDO , 9049 , 2265 , , , , 
TERCERO , 7682 , 9401 , 2547 , , , 
CUARTO , 3822 , 3846 , 5468 , 1644 , , 
QUINTO , 3043 , 2977 , 4802 , 7103 , 1706 , 
SEXTO , 9 , 49 , 66 , 124 , 168 , 226 
