CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 758 , , , , , 
SEGUNDO , 1463 , 450 , , , , 
TERCERO , 1688 , 2073 , 821 , , , 
CUARTO , 694 , 766 , 1271 , 490 , , 
QUINTO , 889 , 839 , 1474 , 2051 , 636 , 
SEXTO , 1 , 20 , 18 , 25 , 28 , 17 
