CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5258 , , , , , 
SEGUNDO , 3851 , 858 , , , , 
TERCERO , 3497 , 4345 , 1023 , , , 
CUARTO , 1716 , 1727 , 2342 , 715 , , 
QUINTO , 1307 , 1343 , 2173 , 3216 , 814 , 
SEXTO , 7 , 24 , 39 , 68 , 83 , 76 
