del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 11383 , , , , , 
SEGUNDO , 9054 , 2924 , , , , 
TERCERO , 6349 , 11106 , 4250 , , , 
CUARTO , 1242 , 2210 , 4281 , 2638 , , 
QUINTO , 1438 , 1499 , 3158 , 6921 , 2516 , 
SEXTO , 5 , 49 , 51 , 80 , 187 , 137 
