CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 1399 , , , , , 
SEGUNDO , 2267 , 1018 , , , , 
TERCERO , 2248 , 4195 , 2359 , , , 
CUARTO , 253 , 460 , 877 , 795 , , 
QUINTO , 602 , 652 , 1237 , 3032 , 1304 , 
SEXTO , 1 , 31 , 30 , 55 , 90 , 20 
