del , con asignaturas de 
CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 6212 , , , , , 
SEGUNDO , 5245 , 1685 , , , , 
TERCERO , 3507 , 6207 , 2423 , , , 
CUARTO , 722 , 1361 , 2518 , 1518 , , 
QUINTO , 734 , 804 , 1654 , 3720 , 1354 , 
SEXTO , 2 , 20 , 22 , 28 , 77 , 79 
