CURSO , PRIMERO , SEGUNDO , TERCERO , CUARTO , QUINTO , SEXTO 
PRIMERO , 5171 , , , , , 
SEGUNDO , 3809 , 1239 , , , , 
TERCERO , 2842 , 4899 , 1827 , , , 
CUARTO , 520 , 849 , 1763 , 1120 , , 
QUINTO , 704 , 695 , 1504 , 3201 , 1162 , 
SEXTO , 3 , 29 , 29 , 52 , 110 , 58 
